Test Name	Source Language	Components	Gold File	Prediction File	Uploaded Gold File	Uploaded Prediction File	Experiment URI	System	Reference	BLEU	BLEU NLTK	METEOR	chrF++	TER	Error Count	Timestamp	GERBIL version
QALD9Plus-MT	fr	['babelscape_ner', 'mag_el', 'libre_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mag_el-libre_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	8fed6c439adc4481be848b841dddb491QALD9Plus-MT_fr-babelscape_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190365	pred (uploaded)	gold (uploaded)	30.46	0.31	0.37	0.6	0.56	0	2022-09-19 19:39:18	1.2.7
QALD9Plus-MT	fr	['babelscape_ner', 'mag_el', 'opus_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mag_el-opus_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	5ed872a4e7924eef959b54d28b7abdfcQALD9Plus-MT_fr-babelscape_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190366	pred (uploaded)	gold (uploaded)	34.28	0.34	0.38	0.64	0.52	0	2022-09-19 19:39:28	1.2.7
QALD9Plus-MT	fr	['babelscape_ner', 'mag_el', 'nllb_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mag_el-nllb_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	91dc99a0fa2041a1a4d1b93c2959b72eQALD9Plus-MT_fr-babelscape_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190367	pred (uploaded)	gold (uploaded)	30.8	0.3	0.38	0.62	0.52	0	2022-09-19 19:39:38	1.2.7
QALD9Plus-MT	fr	['babelscape_ner', 'mag_el', 'mbart_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mag_el-mbart_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	c3a2f32f311c4b4090ab7fecf36fc88eQALD9Plus-MT_fr-babelscape_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190368	pred (uploaded)	gold (uploaded)	33.98	0.32	0.36	0.6	0.53	0	2022-09-19 19:39:49	1.2.7
QALD9Plus-MT	fr	['babelscape_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mgenre_el-libre_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	f4ab898b63ff46a388093fcd3a61452bQALD9Plus-MT_fr-babelscape_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190369	pred (uploaded)	gold (uploaded)	33.32	0.34	0.38	0.63	0.51	0	2022-09-19 19:39:58	1.2.7
QALD9Plus-MT	fr	['babelscape_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mgenre_el-opus_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	bf161e64e1804e85a2ed26cf74c31d67QALD9Plus-MT_fr-babelscape_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190370	pred (uploaded)	gold (uploaded)	34.45	0.35	0.39	0.66	0.48	0	2022-09-19 19:40:09	1.2.7
QALD9Plus-MT	fr	['babelscape_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mgenre_el-nllb_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	f7b5cbaff3fc4486af2603b610eca67cQALD9Plus-MT_fr-babelscape_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190371	pred (uploaded)	gold (uploaded)	30.94	0.31	0.38	0.63	0.48	0	2022-09-19 19:40:19	1.2.7
QALD9Plus-MT	fr	['babelscape_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mgenre_el-mbart_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	5a387c6a3dda449a97c75c1f35f744aaQALD9Plus-MT_fr-babelscape_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190372	pred (uploaded)	gold (uploaded)	34.85	0.33	0.37	0.62	0.49	0	2022-09-19 19:40:29	1.2.7
QALD9Plus-MT	fr	['davlan_ner', 'mag_el', 'libre_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-davlan_ner-mag_el-libre_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	dd2bfdeaf95a46949d21b3f5ab98f7e0QALD9Plus-MT_fr-davlan_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190373	pred (uploaded)	gold (uploaded)	29.82	0.3	0.38	0.6	0.55	0	2022-09-19 19:40:39	1.2.7
QALD9Plus-MT	fr	['davlan_ner', 'mag_el', 'opus_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-davlan_ner-mag_el-opus_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	162f7d1414a34ba09fea736fa5d21294QALD9Plus-MT_fr-davlan_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190374	pred (uploaded)	gold (uploaded)	36.76	0.37	0.39	0.66	0.49	0	2022-09-19 19:40:49	1.2.7
QALD9Plus-MT	fr	['davlan_ner', 'mag_el', 'nllb_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-davlan_ner-mag_el-nllb_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	b8dfbbc66702423483b07b3c822f6fd2QALD9Plus-MT_fr-davlan_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190375	pred (uploaded)	gold (uploaded)	35.72	0.35	0.4	0.66	0.46	0	2022-09-19 19:40:59	1.2.7
QALD9Plus-MT	fr	['davlan_ner', 'mag_el', 'mbart_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-davlan_ner-mag_el-mbart_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	09e639d60e5c4c3faef025d032cdb494QALD9Plus-MT_fr-davlan_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190376	pred (uploaded)	gold (uploaded)	34.74	0.33	0.37	0.61	0.52	0	2022-09-19 19:41:10	1.2.7
QALD9Plus-MT	fr	['davlan_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-davlan_ner-mgenre_el-libre_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	da6f4b40aad540828bd0ca02597a2f8cQALD9Plus-MT_fr-davlan_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190377	pred (uploaded)	gold (uploaded)	30.49	0.31	0.38	0.62	0.53	0	2022-09-19 19:41:20	1.2.7
QALD9Plus-MT	fr	['davlan_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-davlan_ner-mgenre_el-opus_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	70518073f35c4dfbb2d3a2312e1e27e6QALD9Plus-MT_fr-davlan_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190378	pred (uploaded)	gold (uploaded)	37.87	0.38	0.4	0.67	0.46	0	2022-09-19 19:41:30	1.2.7
QALD9Plus-MT	fr	['davlan_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-davlan_ner-mgenre_el-nllb_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	ed65b75afa684c93b2e60b1eaebb49edQALD9Plus-MT_fr-davlan_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190379	pred (uploaded)	gold (uploaded)	35.87	0.36	0.41	0.66	0.45	0	2022-09-19 19:41:40	1.2.7
QALD9Plus-MT	fr	['davlan_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-davlan_ner-mgenre_el-mbart_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	9ccc170539614e8a9815a5817128160cQALD9Plus-MT_fr-davlan_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190380	pred (uploaded)	gold (uploaded)	35.28	0.34	0.38	0.62	0.49	0	2022-09-19 19:41:50	1.2.7
QALD9Plus-MT	fr	['spacy_ner', 'mag_el', 'libre_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-spacy_ner-mag_el-libre_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	a11c71cced8e4e2eba13e6eb0e46e40eQALD9Plus-MT_fr-spacy_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190381	pred (uploaded)	gold (uploaded)	29.99	0.3	0.37	0.6	0.53	0	2022-09-19 19:42:00	1.2.7
QALD9Plus-MT	fr	['spacy_ner', 'mag_el', 'opus_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-spacy_ner-mag_el-opus_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	f3e2bbc31a98406c97f4c04e2a385885QALD9Plus-MT_fr-spacy_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190382	pred (uploaded)	gold (uploaded)	29.74	0.31	0.38	0.64	0.49	0	2022-09-19 19:42:10	1.2.7
QALD9Plus-MT	fr	['spacy_ner', 'mag_el', 'nllb_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-spacy_ner-mag_el-nllb_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	6f3ca6486317434b8133d1230fa44e02QALD9Plus-MT_fr-spacy_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190383	pred (uploaded)	gold (uploaded)	35.71	0.37	0.41	0.67	0.43	0	2022-09-19 19:42:20	1.2.7
QALD9Plus-MT	fr	['spacy_ner', 'mag_el', 'mbart_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-spacy_ner-mag_el-mbart_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	c7c10f191a764cc8b06cc56bfee18c81QALD9Plus-MT_fr-spacy_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190384	pred (uploaded)	gold (uploaded)	37.51	0.36	0.38	0.64	0.48	0	2022-09-19 19:42:30	1.2.7
QALD9Plus-MT	fr	['spacy_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-spacy_ner-mgenre_el-libre_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	630a3ff1c97549d7a77093c29bd55ddbQALD9Plus-MT_fr-spacy_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190385	pred (uploaded)	gold (uploaded)	31.96	0.33	0.36	0.61	0.51	0	2022-09-19 19:42:40	1.2.7
QALD9Plus-MT	fr	['spacy_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-spacy_ner-mgenre_el-opus_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	6bf7957279ad4609bce820198f519783QALD9Plus-MT_fr-spacy_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190386	pred (uploaded)	gold (uploaded)	28.55	0.29	0.38	0.64	0.49	0	2022-09-19 19:42:51	1.2.7
QALD9Plus-MT	fr	['spacy_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-spacy_ner-mgenre_el-nllb_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	55a46ae369614405b0108154562ca822QALD9Plus-MT_fr-spacy_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190387	pred (uploaded)	gold (uploaded)	35.39	0.36	0.4	0.67	0.43	0	2022-09-19 19:43:01	1.2.7
QALD9Plus-MT	fr	['spacy_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-spacy_ner-mgenre_el-mbart_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	a556487769564d8db07d106c96b639a2QALD9Plus-MT_fr-spacy_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190388	pred (uploaded)	gold (uploaded)	37.43	0.36	0.38	0.64	0.49	0	2022-09-19 19:43:11	1.2.7
QALD9Plus-MT	fr	['no_ner', 'no_el', 'libre_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-no_ner-no_el-libre_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	3bd436f5f91e44afb44c26825c087bf6QALD9Plus-MT_fr-no_ner-no_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190389	pred (uploaded)	gold (uploaded)	32.29	0.33	0.38	0.6	0.52	0	2022-09-19 19:43:21	1.2.7
QALD9Plus-MT	fr	['no_ner', 'no_el', 'opus_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-no_ner-no_el-opus_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	6fd54ce18bcd4c88b227c8cbe14676c4QALD9Plus-MT_fr-no_ner-no_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190390	pred (uploaded)	gold (uploaded)	35.89	0.37	0.4	0.67	0.43	0	2022-09-19 19:43:31	1.2.7
QALD9Plus-MT	fr	['no_ner', 'no_el', 'nllb_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-no_ner-no_el-nllb_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	9f2297e126994a4b9caf03ea5610a973QALD9Plus-MT_fr-no_ner-no_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190391	pred (uploaded)	gold (uploaded)	44.89	0.46	0.43	0.72	0.36	0	2022-09-19 19:43:41	1.2.7
QALD9Plus-MT	fr	['no_ner', 'no_el', 'mbart_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-no_ner-no_el-mbart_mt	13dce021a8c64e45bc00f75f16a509aaQALD9Plus-MT_fr-en_gold_file.txt	c6fcf69708344b5da7f650b2dfd05f8bQALD9Plus-MT_fr-no_ner-no_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190392	pred (uploaded)	gold (uploaded)	40.64	0.4	0.39	0.66	0.44	0	2022-09-19 19:43:51	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mag_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mag_el-libre_mt	97bcd68744bb43bf9f6799dfdfa75f1bQALD9PlusTrain-MT_de-en_gold_file.txt	b048441e78a946eba9ea488a60134c5dQALD9PlusTrain-MT_de-babelscape_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190393	pred (uploaded)	gold (uploaded)	26.2	0.26	0.34	0.57	0.55	0	2022-09-19 19:44:02	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mag_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mag_el-opus_mt	97bcd68744bb43bf9f6799dfdfa75f1bQALD9PlusTrain-MT_de-en_gold_file.txt	d20393c6fa224bfba2bd2a90884697abQALD9PlusTrain-MT_de-babelscape_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190394	pred (uploaded)	gold (uploaded)	35.65	0.36	0.37	0.63	0.48	0	2022-09-19 19:44:12	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mag_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mag_el-nllb_mt	97bcd68744bb43bf9f6799dfdfa75f1bQALD9PlusTrain-MT_de-en_gold_file.txt	261f8df391584e55b20c26b9f183fe30QALD9PlusTrain-MT_de-babelscape_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190395	pred (uploaded)	gold (uploaded)	34.69	0.35	0.37	0.62	0.5	0	2022-09-19 19:44:22	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mag_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mag_el-mbart_mt	97bcd68744bb43bf9f6799dfdfa75f1bQALD9PlusTrain-MT_de-en_gold_file.txt	6fe5c980abf24a7f9e141457dd045c4cQALD9PlusTrain-MT_de-babelscape_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190396	pred (uploaded)	gold (uploaded)	34.71	0.35	0.37	0.63	0.48	0	2022-09-19 19:44:32	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mgenre_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-libre_mt	97bcd68744bb43bf9f6799dfdfa75f1bQALD9PlusTrain-MT_de-en_gold_file.txt	d227d3661cbf4f009dc887c119ac1eb4QALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190397	pred (uploaded)	gold (uploaded)	27.41	0.27	0.35	0.58	0.52	0	2022-09-19 19:44:42	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mgenre_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-opus_mt	97bcd68744bb43bf9f6799dfdfa75f1bQALD9PlusTrain-MT_de-en_gold_file.txt	f6ec21db19614e73803d6903162a228bQALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190398	pred (uploaded)	gold (uploaded)	35.76	0.36	0.38	0.64	0.47	0	2022-09-19 19:44:53	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mgenre_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-nllb_mt	97bcd68744bb43bf9f6799dfdfa75f1bQALD9PlusTrain-MT_de-en_gold_file.txt	82953376dfc44a6db9237116876b1701QALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190399	pred (uploaded)	gold (uploaded)	34.59	0.35	0.37	0.62	0.49	0	2022-09-19 19:45:03	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mgenre_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-mbart_mt	97bcd68744bb43bf9f6799dfdfa75f1bQALD9PlusTrain-MT_de-en_gold_file.txt	2cf6f5c360bc439a8fa1a734d4169fc7QALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190400	pred (uploaded)	gold (uploaded)	34.46	0.35	0.37	0.63	0.47	0	2022-09-19 19:45:13	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mag_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mag_el-libre_mt	97bcd68744bb43bf9f6799dfdfa75f1bQALD9PlusTrain-MT_de-en_gold_file.txt	dc2e5c4115184fc98addebc671cb83dcQALD9PlusTrain-MT_de-flair_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190401	pred (uploaded)	gold (uploaded)	26.33	0.26	0.35	0.57	0.54	0	2022-09-19 19:45:23	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mag_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mag_el-opus_mt	97bcd68744bb43bf9f6799dfdfa75f1bQALD9PlusTrain-MT_de-en_gold_file.txt	75596a0d842548deb3d540d5408b06aeQALD9PlusTrain-MT_de-flair_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190402	pred (uploaded)	gold (uploaded)	35.44	0.36	0.38	0.64	0.47	0	2022-09-19 19:45:33	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mag_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mag_el-nllb_mt	97bcd68744bb43bf9f6799dfdfa75f1bQALD9PlusTrain-MT_de-en_gold_file.txt	db54ec1126cd4f1eb4cdc1cf75c6e874QALD9PlusTrain-MT_de-flair_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190403	pred (uploaded)	gold (uploaded)	35.39	0.36	0.38	0.63	0.48	0	2022-09-19 19:45:43	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mag_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mag_el-mbart_mt	97bcd68744bb43bf9f6799dfdfa75f1bQALD9PlusTrain-MT_de-en_gold_file.txt	2763e46ac74f40b492a40f345c284fafQALD9PlusTrain-MT_de-flair_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190404	pred (uploaded)	gold (uploaded)	34.73	0.35	0.38	0.64	0.47	0	2022-09-19 19:45:53	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mgenre_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mgenre_el-libre_mt	97bcd68744bb43bf9f6799dfdfa75f1bQALD9PlusTrain-MT_de-en_gold_file.txt	9fc48d2c13d345bc8f94c2a1ba07aba0QALD9PlusTrain-MT_de-flair_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190405	pred (uploaded)	gold (uploaded)	27.85	0.28	0.35	0.59	0.51	0	2022-09-19 19:46:03	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mgenre_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mgenre_el-opus_mt	97bcd68744bb43bf9f6799dfdfa75f1bQALD9PlusTrain-MT_de-en_gold_file.txt	060f4e5eaefd4e519f09e9477ac06f37QALD9PlusTrain-MT_de-flair_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190406	pred (uploaded)	gold (uploaded)	35.93	0.36	0.38	0.64	0.46	0	2022-09-19 19:46:13	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mgenre_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mgenre_el-nllb_mt	97bcd68744bb43bf9f6799dfdfa75f1bQALD9PlusTrain-MT_de-en_gold_file.txt	0f1cd6f9d8d64295915bb15b669984e8QALD9PlusTrain-MT_de-flair_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190407	pred (uploaded)	gold (uploaded)	35.9	0.36	0.38	0.63	0.47	0	2022-09-19 19:46:24	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mgenre_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mgenre_el-mbart_mt	97bcd68744bb43bf9f6799dfdfa75f1bQALD9PlusTrain-MT_de-en_gold_file.txt	970a9c8bd1fd43d78652a120f639dcf6QALD9PlusTrain-MT_de-flair_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190408	pred (uploaded)	gold (uploaded)	34.89	0.35	0.38	0.64	0.46	0	2022-09-19 19:46:34	1.2.7
QALD9PlusTrain-MT	de	['davlan_ner', 'mag_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-davlan_ner-mag_el-libre_mt	97bcd68744bb43bf9f6799dfdfa75f1bQALD9PlusTrain-MT_de-en_gold_file.txt	aaf516359d92420caea851b8abf362a3QALD9PlusTrain-MT_de-davlan_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190409	pred (uploaded)	gold (uploaded)	26.2	0.26	0.35	0.57	0.54	0	2022-09-19 19:46:44	1.2.7
QALD9PlusTrain-MT	de	['davlan_ner', 'mag_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-davlan_ner-mag_el-opus_mt	97bcd68744bb43bf9f6799dfdfa75f1bQALD9PlusTrain-MT_de-en_gold_file.txt	1a558b61dd0443e389980da64656dc59QALD9PlusTrain-MT_de-davlan_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190410	pred (uploaded)	gold (uploaded)	36.24	0.36	0.38	0.64	0.47	0	2022-09-19 19:46:54	1.2.7
QALD9PlusTrain-MT	de	['davlan_ner', 'mag_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-davlan_ner-mag_el-nllb_mt	97bcd68744bb43bf9f6799dfdfa75f1bQALD9PlusTrain-MT_de-en_gold_file.txt	c578052d8f5d4069a2179819bd1e77c1QALD9PlusTrain-MT_de-davlan_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190411	pred (uploaded)	gold (uploaded)	35.09	0.35	0.38	0.62	0.48	0	2022-09-19 19:47:04	1.2.7
