Test Name	Source Language	Components	Gold File	Prediction File	Uploaded Gold File	Uploaded Prediction File	Experiment URI	System	Reference	BLEU	BLEU NLTK	METEOR	chrF++	TER	Error Count	Timestamp	GERBIL version
QALD10-MT	ru	['no_ner', 'no_el', 'mbart_mt']	QALD10-MT_ru-en_gold_file	pred_results/QALD10-MT_ru-no_ner-no_el-mbart_mt	8941cc11a1e74f12a6c23e3dec21a6eaQALD10-MT_ru-en_gold_file.txt	29ac57eb4c224efa900bac36c99cbcc9QALD10-MT_ru-no_ner-no_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190316	pred (uploaded)	gold (uploaded)	27.51	0.27	0.36	0.58	0.53	0	2022-09-19 19:31:03	1.2.7
QALD9Plus-MT	de	['babelscape_ner', 'mag_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-babelscape_ner-mag_el-libre_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	1f1a185b46484582afcd09e994545cd2QALD9Plus-MT_de-babelscape_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190317	pred (uploaded)	gold (uploaded)	33.84	0.33	0.35	0.6	0.52	0	2022-09-19 19:31:13	1.2.7
QALD9Plus-MT	de	['babelscape_ner', 'mag_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-babelscape_ner-mag_el-opus_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	c458a2604fc948148e3640ef81cad145QALD9Plus-MT_de-babelscape_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190318	pred (uploaded)	gold (uploaded)	42.66	0.43	0.4	0.68	0.44	0	2022-09-19 19:31:23	1.2.7
QALD9Plus-MT	de	['babelscape_ner', 'mag_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-babelscape_ner-mag_el-nllb_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	05b16552b48a4e508d7a33b29fa5259eQALD9Plus-MT_de-babelscape_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190319	pred (uploaded)	gold (uploaded)	40.8	0.41	0.39	0.67	0.44	0	2022-09-19 19:31:33	1.2.7
QALD9Plus-MT	de	['babelscape_ner', 'mag_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-babelscape_ner-mag_el-mbart_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	09560c98a8164fcbbdeb93f614be3bffQALD9Plus-MT_de-babelscape_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190320	pred (uploaded)	gold (uploaded)	42.35	0.42	0.39	0.68	0.45	0	2022-09-19 19:31:43	1.2.7
QALD9Plus-MT	de	['babelscape_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-babelscape_ner-mgenre_el-libre_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	4ea4a73704474ab3b6104822339f58aeQALD9Plus-MT_de-babelscape_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190321	pred (uploaded)	gold (uploaded)	32.91	0.32	0.35	0.61	0.51	0	2022-09-19 19:31:53	1.2.7
QALD9Plus-MT	de	['babelscape_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-babelscape_ner-mgenre_el-opus_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	c88de3272e9d4fdb9544091fbfb02f05QALD9Plus-MT_de-babelscape_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190322	pred (uploaded)	gold (uploaded)	41.29	0.42	0.4	0.68	0.44	0	2022-09-19 19:32:03	1.2.7
QALD9Plus-MT	de	['babelscape_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-babelscape_ner-mgenre_el-nllb_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	05447d93cb504eeeb0916aa358b86340QALD9Plus-MT_de-babelscape_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190323	pred (uploaded)	gold (uploaded)	40.28	0.41	0.39	0.66	0.44	0	2022-09-19 19:32:13	1.2.7
QALD9Plus-MT	de	['babelscape_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-babelscape_ner-mgenre_el-mbart_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	e8c8f6cdee424c3f83e1e3556d31f205QALD9Plus-MT_de-babelscape_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190324	pred (uploaded)	gold (uploaded)	41.44	0.41	0.38	0.67	0.45	0	2022-09-19 19:32:24	1.2.7
QALD9Plus-MT	de	['flair_ner', 'mag_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mag_el-libre_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	27d9df094a8f48b394f00c9b80d51b57QALD9Plus-MT_de-flair_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190325	pred (uploaded)	gold (uploaded)	34.19	0.34	0.36	0.61	0.51	0	2022-09-19 19:32:34	1.2.7
QALD9Plus-MT	de	['flair_ner', 'mag_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mag_el-opus_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	bc26e908810a4dd48a9c7ae02b59e660QALD9Plus-MT_de-flair_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190326	pred (uploaded)	gold (uploaded)	43.14	0.43	0.4	0.69	0.42	0	2022-09-19 19:32:44	1.2.7
QALD9Plus-MT	de	['flair_ner', 'mag_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mag_el-nllb_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	09d018ff713948e1b3b21ae1da377cb0QALD9Plus-MT_de-flair_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190327	pred (uploaded)	gold (uploaded)	42.22	0.43	0.4	0.68	0.42	0	2022-09-19 19:32:54	1.2.7
QALD9Plus-MT	de	['flair_ner', 'mag_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mag_el-mbart_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	e69c85da86b143d88f9e22eed46c7352QALD9Plus-MT_de-flair_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190328	pred (uploaded)	gold (uploaded)	43	0.43	0.39	0.69	0.43	0	2022-09-19 19:33:04	1.2.7
QALD9Plus-MT	de	['flair_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mgenre_el-libre_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	1f896a8b59c8453cb75937ee12c7275dQALD9Plus-MT_de-flair_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190329	pred (uploaded)	gold (uploaded)	35.56	0.35	0.36	0.62	0.49	0	2022-09-19 19:33:14	1.2.7
QALD9Plus-MT	de	['flair_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mgenre_el-opus_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	eb3f8b5ab4164ddab4557381685ad4d1QALD9Plus-MT_de-flair_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190330	pred (uploaded)	gold (uploaded)	42.32	0.43	0.4	0.69	0.42	0	2022-09-19 19:33:24	1.2.7
QALD9Plus-MT	de	['flair_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mgenre_el-nllb_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	4d90bc0c3d4b4f63969d8ff53254693eQALD9Plus-MT_de-flair_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190331	pred (uploaded)	gold (uploaded)	42.22	0.43	0.4	0.68	0.42	0	2022-09-19 19:33:35	1.2.7
QALD9Plus-MT	de	['flair_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mgenre_el-mbart_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	7db354d11eda44feaa264d846bb4b6f4QALD9Plus-MT_de-flair_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190332	pred (uploaded)	gold (uploaded)	43.55	0.43	0.4	0.69	0.43	0	2022-09-19 19:33:45	1.2.7
QALD9Plus-MT	de	['davlan_ner', 'mag_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mag_el-libre_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	57e1704180ca427a809ea654a71a150eQALD9Plus-MT_de-davlan_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190333	pred (uploaded)	gold (uploaded)	32.74	0.33	0.36	0.61	0.51	0	2022-09-19 19:33:55	1.2.7
QALD9Plus-MT	de	['davlan_ner', 'mag_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mag_el-opus_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	b736d9cacc694a49ac323949939637feQALD9Plus-MT_de-davlan_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190334	pred (uploaded)	gold (uploaded)	42.86	0.43	0.4	0.69	0.42	0	2022-09-19 19:34:05	1.2.7
QALD9Plus-MT	de	['davlan_ner', 'mag_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mag_el-nllb_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	f5998a05ed3c44e09455ea6b7ce6fae6QALD9Plus-MT_de-davlan_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190335	pred (uploaded)	gold (uploaded)	41.27	0.42	0.4	0.68	0.42	0	2022-09-19 19:34:15	1.2.7
QALD9Plus-MT	de	['davlan_ner', 'mag_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mag_el-mbart_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	d217d20b44fd460586afc508653ce5f7QALD9Plus-MT_de-davlan_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190336	pred (uploaded)	gold (uploaded)	42.22	0.42	0.39	0.68	0.43	0	2022-09-19 19:34:25	1.2.7
QALD9Plus-MT	de	['davlan_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mgenre_el-libre_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	346fecd57faf40009b0e4c02c72cf1d5QALD9Plus-MT_de-davlan_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190337	pred (uploaded)	gold (uploaded)	34.12	0.34	0.36	0.62	0.5	0	2022-09-19 19:34:35	1.2.7
QALD9Plus-MT	de	['davlan_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mgenre_el-opus_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	95985fa8452a4a2685f22925ed2b15b6QALD9Plus-MT_de-davlan_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190338	pred (uploaded)	gold (uploaded)	42.79	0.43	0.4	0.69	0.42	0	2022-09-19 19:34:45	1.2.7
QALD9Plus-MT	de	['davlan_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mgenre_el-nllb_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	81db977767db4e8491929a3c64350ff4QALD9Plus-MT_de-davlan_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190339	pred (uploaded)	gold (uploaded)	42.19	0.42	0.4	0.68	0.41	0	2022-09-19 19:34:55	1.2.7
QALD9Plus-MT	de	['davlan_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mgenre_el-mbart_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	314eeea9958442eeb43610766eca7344QALD9Plus-MT_de-davlan_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190340	pred (uploaded)	gold (uploaded)	42.68	0.43	0.39	0.68	0.42	0	2022-09-19 19:35:05	1.2.7
QALD9Plus-MT	de	['spacy_ner', 'mag_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mag_el-libre_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	12e29c42bea7463496437dd7d609714fQALD9Plus-MT_de-spacy_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190341	pred (uploaded)	gold (uploaded)	33.48	0.33	0.36	0.6	0.52	0	2022-09-19 19:35:16	1.2.7
QALD9Plus-MT	de	['spacy_ner', 'mag_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mag_el-opus_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	f348cb0649bf44449d67aade1cee2dfdQALD9Plus-MT_de-spacy_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190342	pred (uploaded)	gold (uploaded)	43.9	0.43	0.39	0.68	0.43	0	2022-09-19 19:35:26	1.2.7
QALD9Plus-MT	de	['spacy_ner', 'mag_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mag_el-nllb_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	6200446968b343e88701944513a9f57bQALD9Plus-MT_de-spacy_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190343	pred (uploaded)	gold (uploaded)	44.07	0.44	0.4	0.68	0.43	0	2022-09-19 19:35:36	1.2.7
QALD9Plus-MT	de	['spacy_ner', 'mag_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mag_el-mbart_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	9fd12c61d0a544c28ed034a9ade1c421QALD9Plus-MT_de-spacy_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190344	pred (uploaded)	gold (uploaded)	44.06	0.43	0.39	0.69	0.42	0	2022-09-19 19:35:46	1.2.7
QALD9Plus-MT	de	['spacy_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mgenre_el-libre_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	925057888d2b4cc5a369566cbbce8297QALD9Plus-MT_de-spacy_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190345	pred (uploaded)	gold (uploaded)	34.39	0.33	0.36	0.61	0.5	0	2022-09-19 19:35:56	1.2.7
QALD9Plus-MT	de	['spacy_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mgenre_el-opus_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	230922eb43e74c4dbdc3d9ca5b3c95d0QALD9Plus-MT_de-spacy_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190346	pred (uploaded)	gold (uploaded)	41.5	0.41	0.39	0.67	0.44	0	2022-09-19 19:36:06	1.2.7
QALD9Plus-MT	de	['spacy_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mgenre_el-nllb_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	ac1ee350a4014182ad636902b8d82953QALD9Plus-MT_de-spacy_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190347	pred (uploaded)	gold (uploaded)	42.94	0.42	0.39	0.67	0.44	0	2022-09-19 19:36:16	1.2.7
QALD9Plus-MT	de	['spacy_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mgenre_el-mbart_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	ca31b7a43e444c20a677b76c261eaeccQALD9Plus-MT_de-spacy_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190348	pred (uploaded)	gold (uploaded)	42.68	0.42	0.39	0.68	0.43	0	2022-09-19 19:36:26	1.2.7
QALD9Plus-MT	de	['no_ner', 'no_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-no_ner-no_el-libre_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	39f9aa975fe64e67a5daf0cd74a73cb1QALD9Plus-MT_de-no_ner-no_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190349	pred (uploaded)	gold (uploaded)	29.61	0.29	0.37	0.57	0.55	0	2022-09-19 19:36:37	1.2.7
QALD9Plus-MT	de	['no_ner', 'no_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-no_ner-no_el-opus_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	319d258bc687494abd6c438a41af54e5QALD9Plus-MT_de-no_ner-no_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190350	pred (uploaded)	gold (uploaded)	45.64	0.46	0.42	0.71	0.37	0	2022-09-19 19:36:47	1.2.7
QALD9Plus-MT	de	['no_ner', 'no_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-no_ner-no_el-nllb_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	908e3538a32345fc86011ec422cfd457QALD9Plus-MT_de-no_ner-no_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190351	pred (uploaded)	gold (uploaded)	48.49	0.49	0.43	0.72	0.34	0	2022-09-19 19:36:57	1.2.7
QALD9Plus-MT	de	['no_ner', 'no_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-no_ner-no_el-mbart_mt	41f366ab7ea84e5cb5b769a128263af7QALD9Plus-MT_de-en_gold_file.txt	5c75a534ee2541cf90ac45387b24faf6QALD9Plus-MT_de-no_ner-no_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190352	pred (uploaded)	gold (uploaded)	44.51	0.45	0.41	0.7	0.39	0	2022-09-19 19:37:07	1.2.7
QALD9Plus-MT	ru	['babelscape_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-babelscape_ner-mgenre_el-libre_mt	a45fa8bbdd714fef8a7a1bc1c2564166QALD9Plus-MT_ru-en_gold_file.txt	5e51865f79f240f3872021ed40ba2dd9QALD9Plus-MT_ru-babelscape_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190353	pred (uploaded)	gold (uploaded)	16.57	0.17	0.3	0.51	0.63	0	2022-09-19 19:37:17	1.2.7
QALD9Plus-MT	ru	['babelscape_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-babelscape_ner-mgenre_el-opus_mt	a45fa8bbdd714fef8a7a1bc1c2564166QALD9Plus-MT_ru-en_gold_file.txt	d34988e99e3f4fd3b76576afac44d766QALD9Plus-MT_ru-babelscape_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190354	pred (uploaded)	gold (uploaded)	21.86	0.22	0.32	0.55	0.59	0	2022-09-19 19:37:27	1.2.7
QALD9Plus-MT	ru	['babelscape_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-babelscape_ner-mgenre_el-nllb_mt	a45fa8bbdd714fef8a7a1bc1c2564166QALD9Plus-MT_ru-en_gold_file.txt	10e6d4db32e446fcb62918b56d6c1912QALD9Plus-MT_ru-babelscape_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190355	pred (uploaded)	gold (uploaded)	24.27	0.25	0.33	0.57	0.56	0	2022-09-19 19:37:37	1.2.7
QALD9Plus-MT	ru	['babelscape_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-babelscape_ner-mgenre_el-mbart_mt	a45fa8bbdd714fef8a7a1bc1c2564166QALD9Plus-MT_ru-en_gold_file.txt	797fb0c01df7446e83b970bcbdae8fbdQALD9Plus-MT_ru-babelscape_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190356	pred (uploaded)	gold (uploaded)	22.41	0.23	0.32	0.56	0.61	0	2022-09-19 19:37:47	1.2.7
QALD9Plus-MT	ru	['spacy_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-spacy_ner-mgenre_el-libre_mt	a45fa8bbdd714fef8a7a1bc1c2564166QALD9Plus-MT_ru-en_gold_file.txt	3c3ef72970944619b169f1f3a1dc0b26QALD9Plus-MT_ru-spacy_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190357	pred (uploaded)	gold (uploaded)	17.99	0.18	0.31	0.53	0.6	0	2022-09-19 19:37:58	1.2.7
QALD9Plus-MT	ru	['spacy_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-spacy_ner-mgenre_el-opus_mt	a45fa8bbdd714fef8a7a1bc1c2564166QALD9Plus-MT_ru-en_gold_file.txt	e8bfbc8ce5734f3c9b5ec2bfcd978d39QALD9Plus-MT_ru-spacy_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190358	pred (uploaded)	gold (uploaded)	23.41	0.24	0.33	0.58	0.54	0	2022-09-19 19:38:08	1.2.7
QALD9Plus-MT	ru	['spacy_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-spacy_ner-mgenre_el-nllb_mt	a45fa8bbdd714fef8a7a1bc1c2564166QALD9Plus-MT_ru-en_gold_file.txt	b57bc06cec0f4df1be0dcc67813a1d83QALD9Plus-MT_ru-spacy_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190359	pred (uploaded)	gold (uploaded)	27.62	0.28	0.35	0.59	0.52	0	2022-09-19 19:38:18	1.2.7
QALD9Plus-MT	ru	['spacy_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-spacy_ner-mgenre_el-mbart_mt	a45fa8bbdd714fef8a7a1bc1c2564166QALD9Plus-MT_ru-en_gold_file.txt	c93e1b1ddcce4241980983ea8749c98bQALD9Plus-MT_ru-spacy_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190360	pred (uploaded)	gold (uploaded)	24.87	0.25	0.34	0.58	0.57	0	2022-09-19 19:38:28	1.2.7
QALD9Plus-MT	ru	['no_ner', 'no_el', 'libre_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-no_ner-no_el-libre_mt	a45fa8bbdd714fef8a7a1bc1c2564166QALD9Plus-MT_ru-en_gold_file.txt	0b5eb46aaefe4fc490324cbbf16a1f8fQALD9Plus-MT_ru-no_ner-no_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190361	pred (uploaded)	gold (uploaded)	20.82	0.21	0.31	0.54	0.58	0	2022-09-19 19:38:38	1.2.7
QALD9Plus-MT	ru	['no_ner', 'no_el', 'opus_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-no_ner-no_el-opus_mt	a45fa8bbdd714fef8a7a1bc1c2564166QALD9Plus-MT_ru-en_gold_file.txt	23804e28836e43a3ae8c00085324c387QALD9Plus-MT_ru-no_ner-no_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190362	pred (uploaded)	gold (uploaded)	30	0.29	0.35	0.6	0.48	0	2022-09-19 19:38:48	1.2.7
QALD9Plus-MT	ru	['no_ner', 'no_el', 'nllb_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-no_ner-no_el-nllb_mt	a45fa8bbdd714fef8a7a1bc1c2564166QALD9Plus-MT_ru-en_gold_file.txt	79ab87fba9c847b5a2fa0751e730c01dQALD9Plus-MT_ru-no_ner-no_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190363	pred (uploaded)	gold (uploaded)	36.59	0.37	0.38	0.64	0.43	0	2022-09-19 19:38:58	1.2.7
QALD9Plus-MT	ru	['no_ner', 'no_el', 'mbart_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-no_ner-no_el-mbart_mt	a45fa8bbdd714fef8a7a1bc1c2564166QALD9Plus-MT_ru-en_gold_file.txt	7cb78c49b8ed4db0baef8c8a396abde8QALD9Plus-MT_ru-no_ner-no_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209190364	pred (uploaded)	gold (uploaded)	30.61	0.31	0.35	0.61	0.52	0	2022-09-19 19:39:08	1.2.7
