Dataset	Language	System	ExperimentURI	MicroF1	MacroF1	MicroPrecision	MacroPrecision	MicroRecall	MacroRecall	QALD-F1	Timestamp
QALD9Plus-MT_de-flair_ner-mgenre_el-mbart_mt	English	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210100000	0.05196921684019919	0.2858813663626015	0.039838978345363686	0.30057974475773164	0.07472012496745639	0.30674335837099104	0.38784488919822546	2022-10-10 11:31:37
QALD9Plus-MT_de-flair_ner-mgenre_el-mbart_mt	English	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210100001	0.014137681741505342	0.23677008256323012	0.010223048327137546	0.2392275251502782	0.022910700338453528	0.2909777300665151	0.43033907917525666	2022-10-10 11:31:37
QALD9Plus-MT_de-flair_ner-mgenre_el-mbart_mt	English	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210100002	0.00261758691206544	0.2572363742693139	0.0019083969465648854	0.26747716338582556	0.004165581879718824	0.2983888888888888	0.44661591279891605	2022-10-10 11:31:37
QALD9PlusTrain-MT_de-spacy_ner-mag_el-libre_mt	English	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210100003	0.042349093882000276	0.23392452877204023	0.044440631434454356	0.23641205203034943	0.04044557805423976	0.26280746978465314	0.3436238119521775	2022-10-10 11:31:41
QALD9PlusTrain-MT_de-spacy_ner-mag_el-libre_mt	English	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210100004	0.005443866099995224	0.1554280366169337	0.005028450443297605	0.15529523589300007	0.005934100255062204	0.195076952122417	0.3211400889033927	2022-10-10 11:31:41
QALD9PlusTrain-MT_de-spacy_ner-mag_el-libre_mt	English	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210100005	0.0054925621554145435	0.1602620072624041	0.004574755666458723	0.15991274312482195	0.006871063453229921	0.20106623509050617	0.32837779892974317	2022-10-10 11:31:41
QALD9PlusTrain-MT_de-spacy_ner-mag_el-libre_mt	English	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210100006	0.049200366710807776	0.25061516595565936	0.0481627362018248	0.2535437595542625	0.05028369163500078	0.28238914777175217	0.366790470015384	2022-10-10 11:31:42
QALD9PlusTrain-MT_de-spacy_ner-mag_el-libre_mt	English	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210100007	0.005733005733005733	0.16173534281180946	0.005335605075550374	0.16175098453591868	0.006194367810108792	0.20978283447535817	0.3410859354027563	2022-10-10 11:31:42
QALD9PlusTrain-MT_de-spacy_ner-mag_el-libre_mt	English	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210100008	0.0063214930764599634	0.16452917818909762	0.005385207165622596	0.1640092428135071	0.007651866118369684	0.20128107916660518	0.3295893602630959	2022-10-10 11:31:42
QALD9PlusTrain-MT_de-spacy_ner-mgenre_el-libre_mt	English	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210100009	0.04521124847167505	0.21688321565326843	0.047288848471069685	0.21851321217148884	0.04330852115975223	0.2536116739590037	0.33826116857398325	2022-10-10 12:28:54
QALD9PlusTrain-MT_de-spacy_ner-mgenre_el-libre_mt	English	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210100010	0.00952619704186513	0.15782806556972578	0.008472514999189234	0.15744283400288142	0.010879183800947373	0.1973790983116235	0.32279691878838856	2022-10-10 12:33:55
QALD9PlusTrain-MT_de-spacy_ner-mgenre_el-libre_mt	English	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210100011	0.01118039131369598	0.1621180795440281	0.009524158394080369	0.16130118911775768	0.013533912862422571	0.20407342143424312	0.3331410129732779	2022-10-10 12:33:55
QALD9Plus-MT_de-flair_ner-mag_el-mbart_mt	English	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210100012	0.04494563028594442	0.25629857849053067	0.032540237928621416	0.27523427907975423	0.07263733402759698	0.2937572472598799	0.38098670351645525	2022-10-10 14:31:19
QALD9Plus-MT_de-flair_ner-mag_el-mbart_mt	English	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210100013	0.015713134568896052	0.23509229989199398	0.012814194184327254	0.24122407162922282	0.020307211663629265	0.26781256490134997	0.4093182506783316	2022-10-10 14:31:19
QALD9Plus-MT_de-flair_ner-mag_el-mbart_mt	English	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210100014	0.004046944556859571	0.2639387120638502	0.0041993281075028	0.277253771707375	0.003905233012236397	0.2821096096096096	0.43150575960584403	2022-10-10 14:33:20
QALD9Plus-MT_de-flair_ner-mgenre_el-nllb_mt	English	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210100015	0.06579485083776053	0.25106372867911675	0.05414494703211704	0.26335334037726243	0.08383233532934131	0.2888368300334282	0.37390980146240493	2022-10-10 14:35:22
QALD9Plus-MT_de-flair_ner-mgenre_el-nllb_mt	English	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210100016								2022-10-10 14:35:22
