Dataset	Language	System	ExperimentURI	MicroF1	MacroF1	MicroPrecision	MacroPrecision	MicroRecall	MacroRecall	QALD-F1	Timestamp
QALD9PlusTrain-MT_fr-no_ner-no_el-libre_mt	English	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202212190000	0.0019863693962121993	0.16433195377495916	0.0027044670334794366	0.1632016311186004	0.0015696038103485603	0.18404118404118402	0.3065062023032749	2022-12-19 16:40:28
QALD9PlusTrain-MT_fr-no_ner-no_el-libre_mt	English	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202212190001	0.006876201304853949	0.176356839343644	0.006878622109083031	0.17502036871456633	0.006873782203940247	0.19409571008718132	0.3203380936182977	2022-12-19 16:40:28
QALD9Plus-MT_de-babelscape_ner-mgenre_el-nllb_mt	English	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202212190002	0.004380664652567976	0.2442519494282439	0.00308543462070433	0.25160586857303435	0.007550117156990367	0.3071096096096096	0.4514246176273	2022-12-19 16:40:28
QALD9Plus-MT_de-babelscape_ner-mgenre_el-nllb_mt	English	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202212190003	0.0030551142612733717	0.24363562547780934	0.001996007984031936	0.2512866067059368	0.006508721687060661	0.31794294294294295	0.46588049878956683	2022-12-19 16:40:28
QALD9PlusTrain-MT_de-no_ner-no_el-nllb_mt	English	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202212190004	0.011440311923606734	0.2022836583431644	0.010372126497608061	0.20398852272397314	0.012753774076002082	0.24508238145945835	0.3838224252088631	2022-12-19 16:40:30
QALD9PlusTrain-MT_de-no_ner-no_el-nllb_mt	English	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202212190005	0.010634466687850863	0.18832947586407864	0.008965886765493838	0.19046067176363093	0.013066111400312337	0.22324035226448793	0.35739677553032634	2022-12-19 16:40:30
QALD9PlusTrain-MT_fr-babelscape_ner-mag_el-nllb_mt	English	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202212190006	0.01237450385243988	0.21328169070447506	0.02201606203267793	0.21220857457825745	0.0086057588222559	0.23645839351759976	0.376117813303999	2022-12-19 16:40:31
QALD9PlusTrain-MT_fr-babelscape_ner-mag_el-nllb_mt	English	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202212190007	0.01542310522442973	0.2155991450288841	0.016904316407510164	0.21390621975965257	0.014180558562459407	0.24646096707032317	0.38561936993606644	2022-12-19 16:40:31
QALD9Plus-MT_de-davlan_ner-mag_el-mbart_mt	English	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202212190008	0.003559385537654552	0.236207950156653	0.002779809802487198	0.24413339092316852	0.004946628482166103	0.2749429429429429	0.4147858581460971	2022-12-19 16:40:32
QALD9Plus-MT_de-davlan_ner-mag_el-mbart_mt	English	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	http://gerbil-qa.aksw.org/gerbil/experiment?id=202212190009	0.0031399638904152606	0.2573383359296858	0.0022476961114857273	0.27062049716896125	0.005206977349648529	0.29577627627627623	0.4398113689115728	2022-12-19 16:40:32
