Test Name	Language	Components	Gold File	Prediction File	Uploaded Gold File	Uploaded Prediction File	Experiment URI	System	Reference	BLEU	BLEU NLTK	METEOR	chrF++	TER	Error Count	Timestamp	GERBIL version
QALD9PlusTrain-MT	de	['davlan_ner', 'mgenre_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-davlan_ner-mgenre_el-nllb_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	51a8d3f252174bddb82553d604768494QALD9PlusTrain-MT_de-davlan_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280149	pred (uploaded)	gold (uploaded)	38.83	0.39	0.4	0.65	0.44	0	2022-09-28 14:50:27	1.2.7
QALD9PlusTrain-MT	de	['davlan_ner', 'mgenre_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-davlan_ner-mgenre_el-mbart_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	edb3b7db07734a9ab9ec248cb639fbfbQALD9PlusTrain-MT_de-davlan_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280150	pred (uploaded)	gold (uploaded)	36.48	0.37	0.38	0.65	0.45	0	2022-09-28 14:50:37	1.2.7
QALD9PlusTrain-MT	de	['spacy_ner', 'mag_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-spacy_ner-mag_el-libre_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	98d03daf51f0402cb56e69bca6f7636dQALD9PlusTrain-MT_de-spacy_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280151	pred (uploaded)	gold (uploaded)	20.09	0.2	0.34	0.5	0.62	0	2022-09-28 14:50:47	1.2.7
QALD9PlusTrain-MT	de	['spacy_ner', 'mag_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-spacy_ner-mag_el-opus_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	32210f502b5644e092f7be57dc106eb5QALD9PlusTrain-MT_de-spacy_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280152	pred (uploaded)	gold (uploaded)	37.36	0.37	0.38	0.65	0.45	0	2022-09-28 14:50:57	1.2.7
QALD9PlusTrain-MT	de	['spacy_ner', 'mag_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-spacy_ner-mag_el-nllb_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	5850189142c64f3796d01c88db820f2eQALD9PlusTrain-MT_de-spacy_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280153	pred (uploaded)	gold (uploaded)	38.16	0.38	0.4	0.65	0.44	0	2022-09-28 14:51:07	1.2.7
QALD9PlusTrain-MT	de	['spacy_ner', 'mag_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-spacy_ner-mag_el-mbart_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	d6ac760a42a4449fbb5f03610819483dQALD9PlusTrain-MT_de-spacy_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280154	pred (uploaded)	gold (uploaded)	35.98	0.36	0.38	0.64	0.46	0	2022-09-28 14:51:17	1.2.7
QALD9PlusTrain-MT	de	['spacy_ner', 'mgenre_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-spacy_ner-mgenre_el-libre_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	cd43c08dce324091a458d88d49282ef5QALD9PlusTrain-MT_de-spacy_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280155	pred (uploaded)	gold (uploaded)	20.05	0.2	0.34	0.5	0.62	0	2022-09-28 14:51:27	1.2.7
QALD9PlusTrain-MT	de	['spacy_ner', 'mgenre_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-spacy_ner-mgenre_el-opus_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	9eb11d6dae6c40619f72ac1ee27158cbQALD9PlusTrain-MT_de-spacy_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280156	pred (uploaded)	gold (uploaded)	37.2	0.37	0.39	0.65	0.45	0	2022-09-28 14:51:37	1.2.7
QALD9PlusTrain-MT	de	['spacy_ner', 'mgenre_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-spacy_ner-mgenre_el-nllb_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	dc19cc5482d141f1878c7128ca096049QALD9PlusTrain-MT_de-spacy_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280157	pred (uploaded)	gold (uploaded)	38.46	0.39	0.39	0.65	0.44	0	2022-09-28 14:51:48	1.2.7
QALD9PlusTrain-MT	de	['spacy_ner', 'mgenre_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-spacy_ner-mgenre_el-mbart_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	04d8fb9dafba42279ad466cd29c9f98eQALD9PlusTrain-MT_de-spacy_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280158	pred (uploaded)	gold (uploaded)	34.97	0.35	0.38	0.64	0.46	0	2022-09-28 14:51:58	1.2.7
QALD9PlusTrain-MT	de	['no_ner', 'no_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-no_ner-no_el-libre_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	d1edd4707ac8427db164af9106c46b61QALD9PlusTrain-MT_de-no_ner-no_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280159	pred (uploaded)	gold (uploaded)	21.21	0.21	0.35	0.52	0.59	0	2022-09-28 14:52:08	1.2.7
QALD9PlusTrain-MT	de	['no_ner', 'no_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-no_ner-no_el-opus_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	e311990d1af642aea0274fe04b657a0eQALD9PlusTrain-MT_de-no_ner-no_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280160	pred (uploaded)	gold (uploaded)	39.66	0.4	0.4	0.67	0.41	0	2022-09-28 14:52:18	1.2.7
QALD9PlusTrain-MT	de	['no_ner', 'no_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-no_ner-no_el-nllb_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	7bdc1f93713247c0870834dfa20f7d8eQALD9PlusTrain-MT_de-no_ner-no_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280161	pred (uploaded)	gold (uploaded)	40.78	0.41	0.41	0.67	0.41	0	2022-09-28 14:52:28	1.2.7
QALD9PlusTrain-MT	de	['no_ner', 'no_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-no_ner-no_el-mbart_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	30329ab5cd734bcfa832e436255628a5QALD9PlusTrain-MT_de-no_ner-no_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280162	pred (uploaded)	gold (uploaded)	37.18	0.37	0.39	0.66	0.43	0	2022-09-28 14:52:38	1.2.7
QALD9PlusTrain-MT	ru	['babelscape_ner', 'mgenre_el', 'libre_mt']	QALD9PlusTrain-MT_ru-en_gold_file	pred_results/QALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-libre_mt	4126de48c5db42ae9dba2c4ac627d718QALD9PlusTrain-MT_ru-en_gold_file.txt	fe9fcdaebeee4133bbdfa3d442ec320fQALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280163	pred (uploaded)	gold (uploaded)	16.04	0.16	0.26	0.45	0.72	0	2022-09-28 14:52:48	1.2.7
QALD9PlusTrain-MT	ru	['babelscape_ner', 'mgenre_el', 'opus_mt']	QALD9PlusTrain-MT_ru-en_gold_file	pred_results/QALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-opus_mt	4126de48c5db42ae9dba2c4ac627d718QALD9PlusTrain-MT_ru-en_gold_file.txt	8a5208ad5c994141bb4468a5e2b89481QALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280164	pred (uploaded)	gold (uploaded)	26.42	0.27	0.33	0.57	0.56	0	2022-09-28 14:52:58	1.2.7
QALD9PlusTrain-MT	ru	['babelscape_ner', 'mgenre_el', 'nllb_mt']	QALD9PlusTrain-MT_ru-en_gold_file	pred_results/QALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-nllb_mt	4126de48c5db42ae9dba2c4ac627d718QALD9PlusTrain-MT_ru-en_gold_file.txt	55258311f4dd4ed98e46cbcd57e94615QALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280165	pred (uploaded)	gold (uploaded)	34.05	0.34	0.37	0.61	0.49	0	2022-09-28 14:53:08	1.2.7
QALD9PlusTrain-MT	ru	['babelscape_ner', 'mgenre_el', 'mbart_mt']	QALD9PlusTrain-MT_ru-en_gold_file	pred_results/QALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-mbart_mt	4126de48c5db42ae9dba2c4ac627d718QALD9PlusTrain-MT_ru-en_gold_file.txt	17f20c652eb74f79b7cea3ebea87a731QALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280166	pred (uploaded)	gold (uploaded)	28.64	0.29	0.34	0.58	0.55	0	2022-09-28 14:53:18	1.2.7
QALD9PlusTrain-MT	ru	['spacy_ner', 'mgenre_el', 'libre_mt']	QALD9PlusTrain-MT_ru-en_gold_file	pred_results/QALD9PlusTrain-MT_ru-spacy_ner-mgenre_el-libre_mt	4126de48c5db42ae9dba2c4ac627d718QALD9PlusTrain-MT_ru-en_gold_file.txt	a806cac0511c47f882ecdd9c7ed7542fQALD9PlusTrain-MT_ru-spacy_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280167	pred (uploaded)	gold (uploaded)	15.56	0.16	0.26	0.46	0.69	0	2022-09-28 14:53:29	1.2.7
QALD9PlusTrain-MT	ru	['spacy_ner', 'mgenre_el', 'opus_mt']	QALD9PlusTrain-MT_ru-en_gold_file	pred_results/QALD9PlusTrain-MT_ru-spacy_ner-mgenre_el-opus_mt	4126de48c5db42ae9dba2c4ac627d718QALD9PlusTrain-MT_ru-en_gold_file.txt	964bce2d1316493085d8c93226658898QALD9PlusTrain-MT_ru-spacy_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280168	pred (uploaded)	gold (uploaded)	26.97	0.27	0.34	0.57	0.54	0	2022-09-28 14:53:39	1.2.7
QALD9PlusTrain-MT	ru	['spacy_ner', 'mgenre_el', 'nllb_mt']	QALD9PlusTrain-MT_ru-en_gold_file	pred_results/QALD9PlusTrain-MT_ru-spacy_ner-mgenre_el-nllb_mt	4126de48c5db42ae9dba2c4ac627d718QALD9PlusTrain-MT_ru-en_gold_file.txt	9383a499043a436f99ea8cee4cb0b316QALD9PlusTrain-MT_ru-spacy_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280169	pred (uploaded)	gold (uploaded)	33.74	0.34	0.37	0.61	0.48	0	2022-09-28 14:53:49	1.2.7
QALD9PlusTrain-MT	ru	['spacy_ner', 'mgenre_el', 'mbart_mt']	QALD9PlusTrain-MT_ru-en_gold_file	pred_results/QALD9PlusTrain-MT_ru-spacy_ner-mgenre_el-mbart_mt	4126de48c5db42ae9dba2c4ac627d718QALD9PlusTrain-MT_ru-en_gold_file.txt	8dec1892e8044806ba6620c5c8a73ba2QALD9PlusTrain-MT_ru-spacy_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280170	pred (uploaded)	gold (uploaded)	25.38	0.25	0.31	0.54	0.57	0	2022-09-28 14:53:59	1.2.7
QALD9PlusTrain-MT	ru	['no_ner', 'no_el', 'libre_mt']	QALD9PlusTrain-MT_ru-en_gold_file	pred_results/QALD9PlusTrain-MT_ru-no_ner-no_el-libre_mt	4126de48c5db42ae9dba2c4ac627d718QALD9PlusTrain-MT_ru-en_gold_file.txt	4eded786bd3847f4a7ea2b278fbbe4d1QALD9PlusTrain-MT_ru-no_ner-no_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280171	pred (uploaded)	gold (uploaded)	19.86	0.2	0.29	0.51	0.62	0	2022-09-28 14:54:09	1.2.7
QALD9PlusTrain-MT	ru	['no_ner', 'no_el', 'opus_mt']	QALD9PlusTrain-MT_ru-en_gold_file	pred_results/QALD9PlusTrain-MT_ru-no_ner-no_el-opus_mt	4126de48c5db42ae9dba2c4ac627d718QALD9PlusTrain-MT_ru-en_gold_file.txt	d4f771ab62da42618fa80e02b7626884QALD9PlusTrain-MT_ru-no_ner-no_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280172	pred (uploaded)	gold (uploaded)	27.91	0.28	0.34	0.57	0.53	0	2022-09-28 14:54:19	1.2.7
QALD9PlusTrain-MT	ru	['no_ner', 'no_el', 'nllb_mt']	QALD9PlusTrain-MT_ru-en_gold_file	pred_results/QALD9PlusTrain-MT_ru-no_ner-no_el-nllb_mt	4126de48c5db42ae9dba2c4ac627d718QALD9PlusTrain-MT_ru-en_gold_file.txt	a5f4df16c6e148dbb579dfc4554da3a7QALD9PlusTrain-MT_ru-no_ner-no_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280173	pred (uploaded)	gold (uploaded)	35.07	0.35	0.37	0.62	0.47	0	2022-09-28 14:54:29	1.2.7
QALD9PlusTrain-MT	ru	['no_ner', 'no_el', 'mbart_mt']	QALD9PlusTrain-MT_ru-en_gold_file	pred_results/QALD9PlusTrain-MT_ru-no_ner-no_el-mbart_mt	4126de48c5db42ae9dba2c4ac627d718QALD9PlusTrain-MT_ru-en_gold_file.txt	581d78f05ece44f199fb0e2b639f9967QALD9PlusTrain-MT_ru-no_ner-no_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280174	pred (uploaded)	gold (uploaded)	28.73	0.29	0.34	0.58	0.54	0	2022-09-28 14:54:39	1.2.7
QALD9PlusTrain-MT	fr	['babelscape_ner', 'mag_el', 'libre_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-babelscape_ner-mag_el-libre_mt	a704892a5aca4df68ce8161fc6a2bd4cQALD9PlusTrain-MT_fr-en_gold_file.txt	98c84ddc60ac434481e4ebbb9cb46e9bQALD9PlusTrain-MT_fr-babelscape_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280175	pred (uploaded)	gold (uploaded)	29.56	0.29	0.39	0.58	0.55	0	2022-09-28 14:54:49	1.2.7
QALD9PlusTrain-MT	fr	['babelscape_ner', 'mag_el', 'opus_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-babelscape_ner-mag_el-opus_mt	a704892a5aca4df68ce8161fc6a2bd4cQALD9PlusTrain-MT_fr-en_gold_file.txt	beba257766714eef8cef9e91d3dfc30dQALD9PlusTrain-MT_fr-babelscape_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280176	pred (uploaded)	gold (uploaded)	40.85	0.41	0.42	0.69	0.41	0	2022-09-28 14:54:59	1.2.7
QALD9PlusTrain-MT	fr	['babelscape_ner', 'mag_el', 'nllb_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-babelscape_ner-mag_el-nllb_mt	a704892a5aca4df68ce8161fc6a2bd4cQALD9PlusTrain-MT_fr-en_gold_file.txt	e0796e2354ea4d799fa81019d6717a92QALD9PlusTrain-MT_fr-babelscape_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280177	pred (uploaded)	gold (uploaded)	45.16	0.45	0.44	0.7	0.38	0	2022-09-28 14:55:09	1.2.7
QALD9PlusTrain-MT	fr	['babelscape_ner', 'mag_el', 'mbart_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-babelscape_ner-mag_el-mbart_mt	a704892a5aca4df68ce8161fc6a2bd4cQALD9PlusTrain-MT_fr-en_gold_file.txt	4f3380405d854208ac77259a1e0e186aQALD9PlusTrain-MT_fr-babelscape_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280178	pred (uploaded)	gold (uploaded)	40.3	0.4	0.41	0.68	0.42	0	2022-09-28 14:55:19	1.2.7
QALD9PlusTrain-MT	fr	['babelscape_ner', 'mgenre_el', 'libre_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-libre_mt	a704892a5aca4df68ce8161fc6a2bd4cQALD9PlusTrain-MT_fr-en_gold_file.txt	d116f335950747a2a3c5a71b246c2792QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280179	pred (uploaded)	gold (uploaded)	30.77	0.31	0.39	0.59	0.53	0	2022-09-28 14:55:30	1.2.7
QALD9PlusTrain-MT	fr	['babelscape_ner', 'mgenre_el', 'opus_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-opus_mt	a704892a5aca4df68ce8161fc6a2bd4cQALD9PlusTrain-MT_fr-en_gold_file.txt	b0caa2794d2c47d0bb9b56158f48a3f3QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280180	pred (uploaded)	gold (uploaded)	41.81	0.42	0.43	0.7	0.39	0	2022-09-28 14:55:40	1.2.7
QALD9PlusTrain-MT	fr	['babelscape_ner', 'mgenre_el', 'nllb_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-nllb_mt	a704892a5aca4df68ce8161fc6a2bd4cQALD9PlusTrain-MT_fr-en_gold_file.txt	7eb9bd5bb0084b4d839080f923f5e08fQALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280181	pred (uploaded)	gold (uploaded)	47.22	0.47	0.45	0.71	0.35	0	2022-09-28 14:55:50	1.2.7
QALD9PlusTrain-MT	fr	['babelscape_ner', 'mgenre_el', 'mbart_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-mbart_mt	a704892a5aca4df68ce8161fc6a2bd4cQALD9PlusTrain-MT_fr-en_gold_file.txt	1526003f5c6745ec86a86b60af8641d8QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280182	pred (uploaded)	gold (uploaded)	42.48	0.42	0.42	0.69	0.39	0	2022-09-28 14:56:00	1.2.7
QALD9PlusTrain-MT	fr	['davlan_ner', 'mag_el', 'libre_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-davlan_ner-mag_el-libre_mt	a704892a5aca4df68ce8161fc6a2bd4cQALD9PlusTrain-MT_fr-en_gold_file.txt	2d5d084e6fb341fca6d031cff03a7906QALD9PlusTrain-MT_fr-davlan_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280183	pred (uploaded)	gold (uploaded)	30.45	0.3	0.39	0.59	0.54	0	2022-09-28 14:56:10	1.2.7
QALD9PlusTrain-MT	fr	['davlan_ner', 'mag_el', 'opus_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-davlan_ner-mag_el-opus_mt	a704892a5aca4df68ce8161fc6a2bd4cQALD9PlusTrain-MT_fr-en_gold_file.txt	e6ff5b1cdd3140a79b9fc56b00e9c44eQALD9PlusTrain-MT_fr-davlan_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280184	pred (uploaded)	gold (uploaded)	41.37	0.41	0.42	0.69	0.4	0	2022-09-28 14:56:20	1.2.7
QALD9PlusTrain-MT	fr	['davlan_ner', 'mag_el', 'nllb_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-davlan_ner-mag_el-nllb_mt	a704892a5aca4df68ce8161fc6a2bd4cQALD9PlusTrain-MT_fr-en_gold_file.txt	7a35d821217244ec9639186262891a80QALD9PlusTrain-MT_fr-davlan_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280185	pred (uploaded)	gold (uploaded)	45.81	0.46	0.44	0.7	0.37	0	2022-09-28 14:56:30	1.2.7
QALD9PlusTrain-MT	fr	['davlan_ner', 'mag_el', 'mbart_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-davlan_ner-mag_el-mbart_mt	a704892a5aca4df68ce8161fc6a2bd4cQALD9PlusTrain-MT_fr-en_gold_file.txt	8c224454feb948c9a36fabd73e02c2c6QALD9PlusTrain-MT_fr-davlan_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280186	pred (uploaded)	gold (uploaded)	41.02	0.41	0.42	0.68	0.41	0	2022-09-28 14:56:40	1.2.7
QALD9PlusTrain-MT	fr	['davlan_ner', 'mgenre_el', 'libre_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-libre_mt	a704892a5aca4df68ce8161fc6a2bd4cQALD9PlusTrain-MT_fr-en_gold_file.txt	0d1820b2a999452a9a71c2f3bf7719ddQALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280187	pred (uploaded)	gold (uploaded)	31.54	0.31	0.4	0.6	0.53	0	2022-09-28 14:56:50	1.2.7
QALD9PlusTrain-MT	fr	['davlan_ner', 'mgenre_el', 'opus_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-opus_mt	a704892a5aca4df68ce8161fc6a2bd4cQALD9PlusTrain-MT_fr-en_gold_file.txt	5ae31cd586804adeaf2e9d19eeccca8eQALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280188	pred (uploaded)	gold (uploaded)	42.75	0.43	0.43	0.7	0.38	0	2022-09-28 14:57:00	1.2.7
QALD9PlusTrain-MT	fr	['davlan_ner', 'mgenre_el', 'nllb_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-nllb_mt	a704892a5aca4df68ce8161fc6a2bd4cQALD9PlusTrain-MT_fr-en_gold_file.txt	2c3dbcd249894f08affb5bf85d0e9f72QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280189	pred (uploaded)	gold (uploaded)	47.71	0.48	0.45	0.71	0.35	0	2022-09-28 14:57:11	1.2.7
QALD9PlusTrain-MT	fr	['davlan_ner', 'mgenre_el', 'mbart_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-mbart_mt	a704892a5aca4df68ce8161fc6a2bd4cQALD9PlusTrain-MT_fr-en_gold_file.txt	511e26e7d6f747269301056e0317cc6dQALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280190	pred (uploaded)	gold (uploaded)	43.39	0.43	0.43	0.7	0.39	0	2022-09-28 14:57:21	1.2.7
QALD9PlusTrain-MT	fr	['spacy_ner', 'mag_el', 'libre_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-spacy_ner-mag_el-libre_mt	a704892a5aca4df68ce8161fc6a2bd4cQALD9PlusTrain-MT_fr-en_gold_file.txt	ebcfb841a82d4b9a838704c577931b66QALD9PlusTrain-MT_fr-spacy_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280191	pred (uploaded)	gold (uploaded)	30.03	0.3	0.39	0.59	0.55	0	2022-09-28 14:57:31	1.2.7
QALD9PlusTrain-MT	fr	['spacy_ner', 'mag_el', 'opus_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-spacy_ner-mag_el-opus_mt	a704892a5aca4df68ce8161fc6a2bd4cQALD9PlusTrain-MT_fr-en_gold_file.txt	6a4e39ced3a54c3cb27d833bb52a2871QALD9PlusTrain-MT_fr-spacy_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280192	pred (uploaded)	gold (uploaded)	40.25	0.4	0.42	0.69	0.4	0	2022-09-28 14:57:41	1.2.7
QALD9PlusTrain-MT	fr	['spacy_ner', 'mag_el', 'nllb_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-spacy_ner-mag_el-nllb_mt	a704892a5aca4df68ce8161fc6a2bd4cQALD9PlusTrain-MT_fr-en_gold_file.txt	f92233503779415ba83797ae45de11d4QALD9PlusTrain-MT_fr-spacy_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280193	pred (uploaded)	gold (uploaded)	45.61	0.46	0.44	0.7	0.37	0	2022-09-28 14:57:51	1.2.7
QALD9PlusTrain-MT	fr	['spacy_ner', 'mag_el', 'mbart_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-spacy_ner-mag_el-mbart_mt	a704892a5aca4df68ce8161fc6a2bd4cQALD9PlusTrain-MT_fr-en_gold_file.txt	7437ae3578e64f7b948da8541e5b1659QALD9PlusTrain-MT_fr-spacy_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280194	pred (uploaded)	gold (uploaded)	40.16	0.4	0.42	0.68	0.42	0	2022-09-28 14:58:01	1.2.7
