Dataset	System	MicroF1	MacroF1	MicroPrecision	MacroPrecision	MicroRecall	MacroRecall	QALD-F1	Timestamp	ExperimentURI
QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-libre_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0	0.138996139	0	0.138996139	0	0.138996139	0.2440677966	2022-10-03 16:09:54	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030019
QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-libre_mt	NIFWS_Qanary_4(http://porque.cs.upb.de:40123/qanary_4/gerbil)	0	0.138996139	0	0.138996139	0	0.138996139	0.2440677966	2022-10-03 16:34:59	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030020
QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-libre_mt	NIFWS_Qanary_5(http://porque.cs.upb.de:40123/qanary_5/gerbil)	0	0.138996139	0	0.138996139	0	0.138996139	0.2440677966	2022-10-03 18:03:11	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030021
QALD9PlusTrain-MT_ru-no_ner-no_el-mbart_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.04776881353	0.1984463819	0.04248591235	0.1993829588	0.05455207954	0.2414391267	0.3263335106	2022-10-04 12:12:39	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040008
QALD9PlusTrain-MT_ru-no_ner-no_el-mbart_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.00506320625	0.1640051699	0.003734388525	0.1668861389	0.007860080162	0.2154007042	0.3447499295	2022-10-04 12:12:42	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040009
QALD9PlusTrain-MT_ru-no_ner-no_el-mbart_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.01001956683	0.1532465914	0.00741147406	0.1567881419	0.01545989277	0.195351985	0.3182290778	2022-10-04 12:12:46	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040010
QALD9Plus-MT_de-davlan_ner-mgenre_el-nllb_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.07689635206	0.2653353336	0.06925323321	0.276943084	0.086435824	0.3105034967	0.3879709915	2022-10-04 12:12:47	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040011
QALD9Plus-MT_de-davlan_ner-mgenre_el-nllb_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.007357645553	0.2234406988	0.00530993882	0.2280055801	0.0119760479	0.2723976608	0.4146650608	2022-10-04 12:12:48	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040012
QALD9Plus-MT_de-davlan_ner-mgenre_el-nllb_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.001739945125	0.2401652895	0.001170960187	0.2400838785	0.003384535277	0.2805087719	0.4254227319	2022-10-04 13:59:02	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040021
QALD9Plus-MT_de-spacy_ner-mgenre_el-libre_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.1726009753	0.2897387722	0.1334661355	0.3019687724	0.2442072377	0.3342926145	0.409579738	2022-10-04 14:20:06	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040023
QALD9Plus-MT_de-spacy_ner-mgenre_el-libre_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.006820809249	0.2464613497	0.00438368378	0.2490141738	0.01536058318	0.286936972	0.4263176174	2022-10-04 15:40:18	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040024
QALD9Plus-MT_de-spacy_ner-mgenre_el-libre_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.004456923831	0.2329398986	0.002688750269	0.2355840093	0.01301744337	0.281936972	0.4224590186	2022-10-04 15:44:18	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040025
QALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-libre_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.06804369165	0.2062286671	0.05681897454	0.2146174882	0.08479516943	0.2452989943	0.3278242901	2022-10-04 16:35:27	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040026
QALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-libre_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.0084588373	0.1605300565	0.006040477889	0.1614747208	0.01410650148	0.2267660856	0.358683983	2022-10-04 16:35:30	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040027
QALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-libre_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.004773109244	0.1536535835	0.003524535233	0.156959396	0.007391598563	0.2116876149	0.3399682093	2022-10-04 17:09:40	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040028
QALD9Plus-MT_fr-davlan_ner-mag_el-nllb_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.03548085901	0.1879402096	0.02325581395	0.1891480519	0.07480314961	0.2266666667	0.2864721778	2022-10-04 17:16:42	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040029
QALD9Plus-MT_fr-davlan_ner-mag_el-nllb_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.04491017964	0.3743957816	0.03623188406	0.4053042039	0.05905511811	0.4198850575	0.5776457187	2022-10-04 17:28:44	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040030
QALD9Plus-MT_fr-davlan_ner-mag_el-nllb_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.001977261493	0.3261538462	0.00113058225	0.36	0.007874015748	0.3233333333	0.4784986595	2022-10-04 17:46:46	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040031
QALD9Plus-MT_fr-spacy_ner-mgenre_el-mbart_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.1572413793	0.1429885382	0.1210191083	0.1346878234	0.2244094488	0.1778325123	0.2094318891	2022-10-04 17:47:46	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040032
QALD9Plus-MT_fr-spacy_ner-mgenre_el-mbart_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.01869158879	0.3688275544	0.01086261981	0.4014242558	0.06692913386	0.4240229885	0.5725917286	2022-10-04 18:05:49	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040033
QALD9Plus-MT_fr-spacy_ner-mgenre_el-mbart_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.002368265246	0.4000706714	0.001280409731	0.4000353669	0.0157480315	0.44	0.5866745258	2022-10-04 18:07:49	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040034
QALD9Plus-MT_de-flair_ner-mgenre_el-mbart_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.05485634928	0.2566822327	0.04114583333	0.2703067426	0.08227024212	0.2818227235	0.3614104142	2022-10-04 18:36:55	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040035
QALD9Plus-MT_de-flair_ner-mgenre_el-mbart_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.01290877797	0.2435918705	0.008908245076	0.2459729622	0.02343139807	0.3109777301	0.453810643	2022-10-04 18:40:56	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040036
QALD9Plus-MT_fr-no_ner-no_el-nllb_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.07411982705	0.2795996719	0.04395604396	0.2760864248	0.2362204724	0.3038095238	0.3278772885	2022-10-04 19:55:07	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040038
QALD9Plus-MT_fr-no_ner-no_el-nllb_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.01195049082	0.3738957816	0.006701771182	0.4050526316	0.05511811024	0.3798850575	0.5241456286	2022-10-04 20:13:10	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040039
QALD9Plus-MT_fr-no_ner-no_el-nllb_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.03100775194	0.48	1	0.48	0.0157480315	0.48	0.6486486486	2022-10-04 20:26:21	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040040
QALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-mbart_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.05734767025	0.2364389401	0.04879117669	0.2411505926	0.06954349071	0.2787885097	0.3700129807	2022-10-04 20:43:25	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040041
QALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-mbart_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.005476487178	0.1583525977	0.003997414845	0.161753035	0.008692936339	0.2152086306	0.3436967274	2022-10-04 20:46:28	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040042
QALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-mbart_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.005512790346	0.1711577134	0.004070792067	0.1721431505	0.008536775806	0.2133703953	0.3421724843	2022-10-04 21:22:36	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040043
QALD9PlusTrain-MT_de-spacy_ner-mag_el-libre_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.04418685029	0.2234857351	0.04515813499	0.2269113816	0.04325646765	0.2535141155	0.3373145503	2022-10-04 21:39:42	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210040044
QALD9PlusTrain-MT_de-davlan_ner-mgenre_el-opus_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.09128127369	0.2489584125	0.08870333988	0.2571892077	0.09401353462	0.2893308153	0.3742976464	2022-10-05 01:46:27	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050001
QALD9PlusTrain-MT_de-davlan_ner-mgenre_el-opus_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.006403125594	0.1851597172	0.006686688956	0.184753557	0.006142634045	0.2172169456	0.3506856161	2022-10-05 02:01:34	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050002
QALD9PlusTrain-MT_de-davlan_ner-mgenre_el-opus_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.007634114374	0.1656804396	0.006837184398	0.1667128915	0.008641332639	0.1928277435	0.3172306038	2022-10-05 02:40:42	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050003
QALD9PlusTrain-MT_de-davlan_ner-mag_el-opus_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.07919433621	0.2190767071	0.08373955432	0.2269988854	0.0751171265	0.2510080083	0.3405098621	2022-10-05 02:45:45	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050004
QALD9PlusTrain-MT_de-davlan_ner-mag_el-opus_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.005373071676	0.1898315351	0.004501494637	0.1905510946	0.006663196252	0.2319794353	0.3683085524	2022-10-05 05:41:13	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050005
QALD9PlusTrain-MT_de-davlan_ner-mag_el-opus_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.005506158741	0.1673896111	0.004526252263	0.1660074051	0.007027589797	0.2119001407	0.342180639	2022-10-05 06:05:17	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050006
QALD9PlusTrain-MT_de-spacy_ner-mgenre_el-libre_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.04880225327	0.2181767601	0.05255886593	0.2202977357	0.04554682213	0.2607778995	0.3438550983	2022-10-05 06:12:19	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050007
QALD9PlusTrain-MT_de-spacy_ner-mgenre_el-libre_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.004928315412	0.1413451666	0.004047770381	0.1425336506	0.006298474832	0.181956436	0.3029820281	2022-10-05 06:21:22	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050009
QALD9PlusTrain-MT_ru-no_ner-no_el-libre_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.04047691373	0.1414580871	0.03185798392	0.1429680205	0.05548904274	0.1763160099	0.2516749647	2022-10-05 09:16:47	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050010
QALD9PlusTrain-MT_ru-no_ner-no_el-libre_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.005165106834	0.1424046031	0.004483961216	0.1437321449	0.006090260788	0.1841985866	0.3045741365	2022-10-05 09:50:56	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050011
QALD9PlusTrain-MT_ru-no_ner-no_el-libre_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.007299893276	0.1666370519	0.006186909801	0.1671184174	0.008901150383	0.2064914447	0.3353944726	2022-10-05 10:06:02	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050012
QALD9Plus-MT_de-flair_ner-mag_el-mbart_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.04383116883	0.2980569582	0.03058387396	0.3096420842	0.07732361364	0.3503636779	0.4238388391	2022-10-05 10:13:03	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050013
QALD9Plus-MT_de-flair_ner-mag_el-mbart_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.007977122216	0.2543582264	0.005610246639	0.2538714699	0.01379848998	0.2907936508	0.4372030234	2022-10-05 10:30:06	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050014
QALD9Plus-MT_fr-babelscape_ner-mag_el-opus_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.1141552511	0.317426087	0.1358695652	0.3153409091	0.09842519685	0.3273563218	0.4119064862	2022-10-05 11:49:18	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050016
QALD9Plus-MT_fr-babelscape_ner-mag_el-opus_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.004537719796	0.3266538462	0.002650762094	0.3602515723	0.0157480315	0.3633333333	0.5143593115	2022-10-05 12:02:20	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050017
QALD9Plus-MT_fr-babelscape_ner-mag_el-opus_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.001386962552	0.36	8.42E-04	0.36	0.003937007874	0.36	0.5236363636	2022-10-05 12:15:23	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050018
QALD9Plus-MT_de-flair_ner-mgenre_el-nllb_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.0615472561	0.2590955675	0.04853493614	0.2707757931	0.0840926842	0.2980729411	0.3708872886	2022-10-05 12:30:25	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050019
QALD9Plus-MT_de-flair_ner-mgenre_el-nllb_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.002905569007	0.2236639019	0.002105509416	0.23130294	0.004686279615	0.2601183815	0.3992059084	2022-10-05 13:03:30	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050020
QALD9PlusTrain-MT_de-spacy_ner-mag_el-mbart_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.1248058576	0.2489526264	0.1335628636	0.2541994371	0.1171264966	0.2813003673	0.3527552635	2022-10-05 13:42:39	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050022
QALD9PlusTrain-MT_de-spacy_ner-mag_el-mbart_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.006315836961	0.1773203053	0.005572582892	0.179233822	0.007287870901	0.2167556455	0.3485559091	2022-10-05 13:50:47	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050024
QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-libre_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.01199727335	0.1846217968	0.0120885763	0.183865992	0.01190733925	0.1991077648	0.3262090546	2022-10-05 16:42:24	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050028
QALD9Plus-MT_fr-no_ner-no_el-libre_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.05871990605	0.2009330052	0.03450655625	0.1969655457	0.1968503937	0.2265681445	0.2642496568	2022-10-05 17:09:28	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050029
QALD9Plus-MT_fr-no_ner-no_el-libre_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.001934235977	0.3261538462	0.001282051282	0.36	0.003937007874	0.3233333333	0.4784986595	2022-10-05 17:25:31	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050030
QALD9Plus-MT_fr-no_ner-no_el-libre_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.07934655776	0.3641185647	0.05638474295	0.3622036728	0.1338582677	0.3914285714	0.5422597063	2022-10-05 17:33:32	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050031
QALD9Plus-MT_de-flair_ner-mgenre_el-libre_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.06134064081	0.25130364	0.05153178679	0.2572588977	0.07576152044	0.3196891028	0.3740176991	2022-10-05 17:40:33	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050032
QALD9Plus-MT_de-flair_ner-mgenre_el-libre_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.006344171293	0.2594425093	0.008116883117	0.2621253553	0.00520697735	0.2688318318	0.4149240409	2022-10-05 17:40:34	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050033
QALD9Plus-MT_de-flair_ner-mgenre_el-libre_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.00183299389	0.253422463	0.00150526844	0.2533781794	0.002343139807	0.2803333333	0.4275114133	2022-10-05 17:46:35	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050034
QALD9PlusTrain-MT_de-davlan_ner-mag_el-mbart_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.07467089092	0.2266156054	0.07854516203	0.230005161	0.07116085372	0.2509812689	0.3390608996	2022-10-05 17:46:35	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050035
QALD9PlusTrain-MT_de-davlan_ner-mag_el-mbart_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.005519658307	0.1713679425	0.004764605786	0.1736758011	0.006559083811	0.2170306531	0.3475155751	2022-10-05 19:18:52	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050036
QALD9PlusTrain-MT_de-davlan_ner-mag_el-mbart_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.006060337963	0.1618303007	0.005268825475	0.1626641829	0.007131702238	0.2041196329	0.3319020689	2022-10-05 19:23:53	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050037
QALD9Plus-MT_de-no_ner-no_el-mbart_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.002895553257	0.2415847554	0.002401784183	0.2469514191	0.003644884145	0.2675555556	0.4081676515	2022-10-05 19:27:55	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050039
QALD9PlusTrain-MT_de-spacy_ner-mgenre_el-nllb_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.07778325123	0.2275770122	0.07381954184	0.2309379305	0.08219677251	0.2749466315	0.3569305134	2022-10-05 20:38:05	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050041
QALD9PlusTrain-MT_de-no_ner-no_el-mbart_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.07554627697	0.2194197977	0.08118456476	0.2219138262	0.07064029151	0.2625053237	0.3393731586	2022-10-05 23:02:35	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050044
QALD9PlusTrain-MT_de-no_ner-no_el-mbart_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.00918098007	0.1738460821	0.007256894049	0.1766308871	0.01249349297	0.2229011093	0.3546330479	2022-10-05 23:02:38	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210050045
QALD9Plus-MT_fr-davlan_ner-mgenre_el-mbart_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.136	0.1738788481	0.1028225806	0.1680765968	0.2007874016	0.2371428571	0.260140049	2022-10-06 01:23:01	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210060001
QALD9Plus-MT_fr-davlan_ner-mgenre_el-mbart_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.02290076336	0.4061538462	0.375	0.44	0.01181102362	0.4033333333	0.5449865952	2022-10-06 01:41:04	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210060002
QALD9Plus-MT_fr-davlan_ner-mgenre_el-mbart_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.00477326969	0.3661538462	0.003424657534	0.4	0.007874015748	0.3633333333	0.5143163539	2022-10-06 01:52:05	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210060003
QALD9Plus-MT_fr-babelscape_ner-mag_el-nllb_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.09272581934	0.1997137945	0.05817452357	0.1961435676	0.2283464567	0.2638095238	0.3167087094	2022-10-06 02:03:07	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210060004
QALD9Plus-MT_fr-babelscape_ner-mag_el-nllb_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.001977261493	0.3261538462	0.00113058225	0.36	0.007874015748	0.3233333333	0.4784986595	2022-10-06 02:21:10	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210060006
QALD9Plus-MT_fr-babelscape_ner-mgenre_el-libre_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.05285868393	0.3195996719	0.030625	0.3160864248	0.1929133858	0.3438095238	0.4126904615	2022-10-06 02:22:10	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210060007
QALD9Plus-MT_fr-babelscape_ner-mgenre_el-libre_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.0192926045	0.4061538462	0.05263157895	0.44	0.01181102362	0.4033333333	0.5449865952	2022-10-06 02:22:10	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210060008
QALD9Plus-MT_fr-babelscape_ner-mgenre_el-libre_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0	0	0	0	0	0	0	2022-10-06 02:40:13	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210060009
QALD9Plus-MT_ru-spacy_ner-mgenre_el-nllb_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.05831533477	0.2147791809	0.04456058314	0.2235001884	0.08435303306	0.254742551	0.335252459	2022-10-06 18:29:09	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210060017
QALD9Plus-MT_de-spacy_ner-mgenre_el-opus_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.007199640018	0.2325470524	0.005056357316	0.2395665309	0.01249674564	0.2565568551	0.3951672166	2022-10-06 18:31:02	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210060022
QALD9Plus-MT_fr-spacy_ner-mag_el-opus_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.01005161641	0.2843259549	0.005205402364	0.282307553	0.1456692913	0.3914285714	0.5172568495	2022-10-06 20:08:38	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210060026
QALD9Plus-MT_fr-no_ner-no_el-opus_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.007515822785	0.3626432379	0.003956684715	0.3614089995	0.07480314961	0.4206896552	0.5517467422	2022-10-06 20:30:42	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210060028
QALD9Plus-MT_ru-no_ner-no_el-mbart_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.04236513258	0.2337045987	0.02994721534	0.2411768562	0.07237698516	0.2632119937	0.3386011045	2022-10-07 01:04:31	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210070000
QALD9Plus-MT_de-babelscape_ner-mag_el-mbart_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.02084982845	0.2361779697	0.02113995183	0.2449700626	0.02056756053	0.2485332856	0.3887164248	2022-10-07 01:22:33	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210070004
QALD9PlusTrain-MT_fr-davlan_ner-mag_el-mbart_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.01099512564	0.1908731329	0.009337315238	0.1920427689	0.01336869452	0.2391589062	0.3731349556	2022-10-07 03:06:51	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210070011
QALD9Plus-MT_ru-spacy_ner-mgenre_el-opus_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.04771856496	0.2597204112	0.0358497972	0.2695912214	0.07133558969	0.2928514977	0.3754443111	2022-10-07 03:48:57	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210070012
QALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-opus_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.008252920264	0.1528708879	0.005936479668	0.1534951617	0.01353391286	0.2227335383	0.3531482031	2022-10-07 09:25:58	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210070025
QALD9PlusTrain-MT_fr-davlan_ner-mag_el-libre_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.04745199409	0.2194989987	0.05499286733	0.220328602	0.04172981165	0.269204268	0.3446929833	2022-10-07 09:26:00	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210070027
QALD9Plus-MT_fr-babelscape_ner-mag_el-libre_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.0135218193	0.3091594203	0.008011653314	0.30997003	0.04330708661	0.3094252874	0.3960334229	2022-10-07 09:26:00	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210070030
