Dataset	System	MicroF1	MacroF1	MicroPrecision	MacroPrecision	MicroRecall	MacroRecall	QALD-F1	Timestamp	ExperimentURI
QALD9Plus-MT_fr-spacy_ner-mgenre_el-libre_mt	NIFWS_Qanary_4(http://porque.cs.upb.de:40123/qanary_4/gerbil)	8.90E-04	0.36	5.02E-04	0.36	0.003937007874	0.36	0.5109677419	2022-09-30 10:24:39	http://gerbil-qa.aksw.org/gerbil/experiment?id=202209300018
QALD9Plus-MT_fr-spacy_ner-mgenre_el-libre_mt	NIFWS_Qanary_5(http://porque.cs.upb.de:40123/qanary_5/gerbil)	8.90E-04	0.36	5.02E-04	0.36	0.003937007874	0.36	0.5109677419	2022-09-30 10:25:39	http://gerbil-qa.aksw.org/gerbil/experiment?id=202209300019
QALD9PlusTrain-MT_de-flair_ner-mgenre_el-mbart_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.1393029519	0.2826985702	0.1428024712	0.2855149949	0.1359708485	0.3327009883	0.3808231382	2022-09-30 10:31:41	http://gerbil-qa.aksw.org/gerbil/experiment?id=202209300020
QALD9PlusTrain-MT_de-flair_ner-mgenre_el-mbart_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.009874667679	0.1952353413	0.008015056625	0.1978433138	0.01285788652	0.246652133	0.3827428125	2022-09-30 10:34:42	http://gerbil-qa.aksw.org/gerbil/experiment?id=202209300021
QALD9PlusTrain-MT_de-flair_ner-mgenre_el-mbart_mt	NIFWS_Qanary_2(http://porque.cs.upb.de:40123/qanary_2/gerbil)	1.02E-04	0.1425189062	0.002583979328	0.142512541	5.21E-05	0.144963145	0.2529012798	2022-09-30 12:28:56	http://gerbil-qa.aksw.org/gerbil/experiment?id=202209300022
QALD9PlusTrain-MT_de-flair_ner-mgenre_el-mbart_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	1.02E-04	0.1449735781	0.002127659574	0.1449683726	5.21E-05	0.1474201474	0.2568781984	2022-09-30 12:37:02	http://gerbil-qa.aksw.org/gerbil/experiment?id=202209300023
QALD9PlusTrain-MT_de-flair_ner-mgenre_el-mbart_mt	NIFWS_Qanary_4(http://porque.cs.upb.de:40123/qanary_4/gerbil)	0	0.144963145	0	0.144963145	0	0.144963145	0.2532188841	2022-09-30 15:28:26	http://gerbil-qa.aksw.org/gerbil/experiment?id=202209300024
QALD9PlusTrain-MT_de-flair_ner-mgenre_el-mbart_mt	NIFWS_Qanary_5(http://porque.cs.upb.de:40123/qanary_5/gerbil)	0	0.144963145	0	0.144963145	0	0.144963145	0.2532188841	2022-09-30 19:22:55	http://gerbil-qa.aksw.org/gerbil/experiment?id=202209300025
QALD9Plus-MT_de-spacy_ner-mgenre_el-nllb_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.1405826323	0.273752394	0.09590210586	0.2861149415	0.263212705	0.3169350109	0.3659079717	2022-10-01 20:16:46	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210010018
QALD9Plus-MT_de-spacy_ner-mgenre_el-nllb_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.007960348453	0.2438841	0.005593667546	0.2514586872	0.01379848998	0.2815568551	0.4215123486	2022-10-01 20:30:49	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210010019
QALD9Plus-MT_de-spacy_ner-mgenre_el-nllb_mt	NIFWS_Qanary_2(http://porque.cs.upb.de:40123/qanary_2/gerbil)	9.79E-04	0.24	0.00131061599	0.24	7.81E-04	0.24	0.3834636872	2022-10-01 20:39:51	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210010020
QALD9Plus-MT_de-spacy_ner-mgenre_el-nllb_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.006624850236	0.2701812579	0.004541940472	0.2779358871	0.01223639677	0.2980480831	0.4475445768	2022-10-01 21:16:55	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210010021
QALD9Plus-MT_de-spacy_ner-mgenre_el-nllb_mt	NIFWS_Qanary_4(http://porque.cs.upb.de:40123/qanary_4/gerbil)	0.00872600349	0.2681466489	0.006951954272	0.2706559937	0.01171569904	0.2891591942	0.4373755847	2022-10-01 21:27:57	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210010022
QALD9Plus-MT_de-spacy_ner-mgenre_el-nllb_mt	NIFWS_Qanary_5(http://porque.cs.upb.de:40123/qanary_5/gerbil)	0.001107419712	0.2267149497	8.58E-04	0.226690838	0.001562093205	0.2466666667	0.3890307324	2022-10-01 21:29:59	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210010023
QALD9PlusTrain-MT_ru-no_ner-no_el-opus_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.05570800122	0.1886859151	0.04789006627	0.1889219864	0.06657644058	0.230916365	0.3002582266	2022-10-01 22:03:05	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210010024
QALD9PlusTrain-MT_ru-no_ner-no_el-opus_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.008022086784	0.1616550469	0.006018759771	0.1624933179	0.01202436104	0.2167219335	0.3450775772	2022-10-01 22:27:12	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210010025
QALD9PlusTrain-MT_ru-no_ner-no_el-opus_mt	NIFWS_Qanary_2(http://porque.cs.upb.de:40123/qanary_2/gerbil)	0.001982300885	0.1508498898	0.003097687797	0.1503858269	0.001457498308	0.1586445117	0.2724563351	2022-10-01 22:37:16	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210010026
QALD9PlusTrain-MT_ru-no_ner-no_el-opus_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.00614018711	0.1671680244	0.005104152297	0.1697351177	0.007703919629	0.2074670569	0.3350912727	2022-10-02 01:15:38	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020000
QALD9PlusTrain-MT_ru-no_ner-no_el-opus_mt	NIFWS_Qanary_4(http://porque.cs.upb.de:40123/qanary_4/gerbil)	0.006307929969	0.1635582246	0.008262372481	0.1651292752	0.005101244079	0.1817240391	0.3050594845	2022-10-02 01:35:45	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020001
QALD9PlusTrain-MT_ru-no_ner-no_el-opus_mt	NIFWS_Qanary_5(http://porque.cs.upb.de:40123/qanary_5/gerbil)	0.004725639524	0.14588814	0.003781368168	0.1453328428	0.006298474832	0.1772966554	0.2953046328	2022-10-02 01:35:49	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020002
QALD9Plus-MT_ru-babelscape_ner-mgenre_el-opus_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.1280318657	0.2388684836	0.08807985907	0.2458948316	0.2343139807	0.2797857059	0.3397908307	2022-10-02 03:40:06	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020003
QALD9Plus-MT_ru-babelscape_ner-mgenre_el-opus_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.001921733054	0.2280452447	0.001154552611	0.2305595439	0.005727675085	0.2940540541	0.4315505809	2022-10-02 04:05:10	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020004
QALD9Plus-MT_ru-babelscape_ner-mgenre_el-opus_mt	NIFWS_Qanary_2(http://porque.cs.upb.de:40123/qanary_2/gerbil)	0.00100342838	0.2267276733	7.39E-04	0.2266972017	0.001562093205	0.26	0.4060703473	2022-10-02 04:06:10	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020005
QALD9Plus-MT_ru-babelscape_ner-mgenre_el-opus_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.003020514326	0.2171702549	0.001800360072	0.2247268777	0.009372559229	0.2985679429	0.4355420582	2022-10-02 04:32:14	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020006
QALD9Plus-MT_ru-babelscape_ner-mgenre_el-opus_mt	NIFWS_Qanary_4(http://porque.cs.upb.de:40123/qanary_4/gerbil)	0.002945964803	0.2416774272	0.002097593288	0.2440671127	0.004946628482	0.2757207207	0.4218351945	2022-10-02 05:06:18	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020007
QALD9Plus-MT_ru-babelscape_ner-mgenre_el-opus_mt	NIFWS_Qanary_5(http://porque.cs.upb.de:40123/qanary_5/gerbil)	0.001954860494	0.2412045773	0.001483879671	0.2407134696	0.002863837542	0.2766666667	0.4240403962	2022-10-02 05:22:21	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020008
QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-nllb_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.09067068263	0.2577620236	0.08713879323	0.2659058756	0.09450097424	0.3157186347	0.3740950434	2022-10-02 05:32:25	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020009
QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-nllb_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.01145284235	0.2055074991	0.01913087546	0.2044603899	0.008172764668	0.2210143781	0.3563136325	2022-10-02 05:51:28	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020010
QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-nllb_mt	NIFWS_Qanary_2(http://porque.cs.upb.de:40123/qanary_2/gerbil)	5.29E-04	0.139017247	0.00142789148	0.1390068392	3.25E-04	0.1397683398	0.2446671717	2022-10-02 06:26:33	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020011
QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-nllb_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.01472225659	0.2046177852	0.01717667436	0.2032191782	0.0128815761	0.220938596	0.3546424761	2022-10-02 07:13:43	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020012
QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-nllb_mt	NIFWS_Qanary_4(http://porque.cs.upb.de:40123/qanary_4/gerbil)	0.01618819777	0.185101598	0.03073894609	0.1847516527	0.01098722667	0.1932727139	0.3204853387	2022-10-02 07:26:50	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020013
QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-nllb_mt	NIFWS_Qanary_5(http://porque.cs.upb.de:40123/qanary_5/gerbil)	0.01377617892	0.1988030505	0.01420928493	0.1984295043	0.01336869452	0.21943394	0.3532220399	2022-10-02 07:55:56	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020014
QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-opus_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.09339407745	0.2327906716	0.09853400625	0.23922419	0.08876380169	0.2939511567	0.3511980945	2022-10-02 08:42:05	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020015
QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-opus_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.01105125977	0.2197198186	0.01543839208	0.2184851527	0.008605758822	0.2464437483	0.3881646436	2022-10-02 09:05:10	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020016
QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-opus_mt	NIFWS_Qanary_2(http://porque.cs.upb.de:40123/qanary_2/gerbil)	4.72E-04	0.1351562431	8.60E-04	0.1351458354	3.25E-04	0.1359073359	0.2382670439	2022-10-02 09:34:17	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020017
QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-opus_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.01144867789	0.209501675	0.01111847809	0.2088727736	0.01179909071	0.229011604	0.3641529262	2022-10-02 10:20:26	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020018
QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-opus_mt	NIFWS_Qanary_4(http://porque.cs.upb.de:40123/qanary_4/gerbil)	0.01474861959	0.2082189081	0.02242598321	0.2078912319	0.01098722667	0.2129240879	0.3480830088	2022-10-02 10:31:29	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020019
QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-opus_mt	NIFWS_Qanary_5(http://porque.cs.upb.de:40123/qanary_5/gerbil)	0.01127700584	0.181719497	0.0120356156	0.180870618	0.01060835679	0.1961930712	0.3223420656	2022-10-02 10:58:34	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020020
QALD9PlusTrain-MT_de-davlan_ner-mgenre_el-nllb_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.0987032419	0.2458383592	0.09473432264	0.2471532626	0.1030192608	0.2940504529	0.3634286609	2022-10-02 11:43:43	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020021
QALD9PlusTrain-MT_de-davlan_ner-mgenre_el-nllb_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.006035316029	0.1893281197	0.005515577197	0.1920739048	0.006663196252	0.2220724504	0.356218716	2022-10-02 12:02:49	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020022
QALD9PlusTrain-MT_de-davlan_ner-mgenre_el-nllb_mt	NIFWS_Qanary_2(http://porque.cs.upb.de:40123/qanary_2/gerbil)	8.33E-04	0.1450120583	0.002077706212	0.1449877843	5.21E-04	0.1503685504	0.2609173014	2022-10-02 13:06:00	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020023
QALD9PlusTrain-MT_de-davlan_ner-mgenre_el-nllb_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.01050003201	0.1851864751	0.008897891272	0.1873734227	0.0128058303	0.2219094759	0.3548566559	2022-10-02 14:45:12	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020024
QALD9PlusTrain-MT_de-davlan_ner-mgenre_el-nllb_mt	NIFWS_Qanary_4(http://porque.cs.upb.de:40123/qanary_4/gerbil)	0.01146032297	0.1442636054	0.01290406674	0.1454449172	0.0103071317	0.1557751598	0.2667191879	2022-10-02 14:56:18	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020025
QALD9PlusTrain-MT_de-davlan_ner-mgenre_el-nllb_mt	NIFWS_Qanary_5(http://porque.cs.upb.de:40123/qanary_5/gerbil)	0.008325723801	0.1740199104	0.008599644918	0.1731532964	0.008068714211	0.1968203725	0.325028116	2022-10-02 15:05:26	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020026
QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-mbart_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.0602739726	0.2731168326	0.06530251358	0.2714941719	0.05596449448	0.3369762836	0.3933123542	2022-10-02 16:31:39	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020027
QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-mbart_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.009004884005	0.2090541096	0.008494912651	0.2080589129	0.00957999567	0.2600238309	0.3993750731	2022-10-02 17:01:45	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020028
QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-mbart_mt	NIFWS_Qanary_2(http://porque.cs.upb.de:40123/qanary_2/gerbil)	0	0.138996139	0	0.138996139	0	0.138996139	0.2440677966	2022-10-02 17:24:48	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020029
QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-mbart_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.01003541913	0.1967714629	0.008219367316	0.1954314943	0.0128815761	0.2352289558	0.3679244266	2022-10-02 17:55:53	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020030
QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-mbart_mt	NIFWS_Qanary_4(http://porque.cs.upb.de:40123/qanary_4/gerbil)	0	0.1351351351	0	0.1351351351	0	0.1351351351	0.2366067135	2022-10-02 18:11:56	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020031
QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-mbart_mt	NIFWS_Qanary_5(http://porque.cs.upb.de:40123/qanary_5/gerbil)	0.006789398094	0.1965469841	0.006559362228	0.1971202546	0.007036155012	0.2268252884	0.361687926	2022-10-02 18:20:59	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020032
QALD9PlusTrain-MT_fr-davlan_ner-mag_el-nllb_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.08362444241	0.2512877272	0.08303981215	0.2604157637	0.08421736307	0.3075179982	0.3613478592	2022-10-02 19:00:07	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020033
QALD9PlusTrain-MT_fr-davlan_ner-mag_el-nllb_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.01179042711	0.191404748	0.02115438498	0.1909742032	0.008172764668	0.2094313665	0.3404372579	2022-10-02 19:25:11	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020034
QALD9PlusTrain-MT_fr-davlan_ner-mag_el-nllb_mt	NIFWS_Qanary_2(http://porque.cs.upb.de:40123/qanary_2/gerbil)	0	0.138996139	0	0.138996139	0	0.138996139	0.2440677966	2022-10-02 20:05:23	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020035
QALD9PlusTrain-MT_fr-davlan_ner-mag_el-nllb_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.01500410268	0.2085925619	0.0163599182	0.2071394888	0.01385581295	0.2310169516	0.3665357187	2022-10-02 20:38:32	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020036
QALD9PlusTrain-MT_fr-davlan_ner-mag_el-nllb_mt	NIFWS_Qanary_4(http://porque.cs.upb.de:40123/qanary_4/gerbil)	0	0.138996139	0	0.138996139	0	0.138996139	0.2425039021	2022-10-02 20:46:38	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020037
QALD9PlusTrain-MT_fr-davlan_ner-mag_el-nllb_mt	NIFWS_Qanary_5(http://porque.cs.upb.de:40123/qanary_5/gerbil)	0.0133092653	0.1872312894	0.01325036211	0.1868521374	0.01336869452	0.2078509285	0.3372431046	2022-10-02 20:56:42	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020038
QALD9Plus-MT_de-davlan_ner-mgenre_el-libre_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.04795683885	0.2866480789	0.03891050584	0.3013829244	0.0624837282	0.3447132992	0.3970233402	2022-10-02 21:37:47	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020039
QALD9Plus-MT_de-davlan_ner-mgenre_el-libre_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.00429304713	0.2662061422	0.003345941228	0.268840276	0.005988023952	0.2854984985	0.4289540004	2022-10-02 21:49:49	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020040
QALD9Plus-MT_de-davlan_ner-mgenre_el-libre_mt	NIFWS_Qanary_2(http://porque.cs.upb.de:40123/qanary_2/gerbil)	0	0.2333333333	0	0.2333333333	0	0.2333333333	0.3783783784	2022-10-02 22:19:54	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020041
QALD9Plus-MT_de-davlan_ner-mgenre_el-libre_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.00498649491	0.2609897584	0.004148660328	0.2688249729	0.00624837282	0.2896651652	0.4353052385	2022-10-02 22:29:56	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020042
QALD9Plus-MT_de-davlan_ner-mgenre_el-libre_mt	NIFWS_Qanary_4(http://porque.cs.upb.de:40123/qanary_4/gerbil)	0.02116722105	0.2336547525	0.0149142431	0.2334995484	0.03644884145	0.2446124031	0.3898949761	2022-10-02 22:35:58	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020043
QALD9Plus-MT_de-davlan_ner-mgenre_el-libre_mt	NIFWS_Qanary_5(http://porque.cs.upb.de:40123/qanary_5/gerbil)	0.001428231373	0.2335978931	0.001315500987	0.2334699457	0.001562093205	0.2436666667	0.3841173481	2022-10-02 22:46:01	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020044
QALD9PlusTrain-MT_de-flair_ner-mag_el-nllb_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.08163922362	0.2527272524	0.07312350663	0.2560763556	0.09239979178	0.2907327847	0.3620316363	2022-10-02 23:00:07	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020045
QALD9PlusTrain-MT_de-flair_ner-mag_el-nllb_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.006163328197	0.1874712262	0.006082108464	0.1872432212	0.006246746486	0.2202042813	0.3540072724	2022-10-02 23:16:10	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210020046
QALD9PlusTrain-MT_de-flair_ner-mag_el-nllb_mt	NIFWS_Qanary_2(http://porque.cs.upb.de:40123/qanary_2/gerbil)	0.001339865176	0.1429502904	0.003423924674	0.1428326261	8.33E-04	0.1525974026	0.2636491791	2022-10-03 00:10:21	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030000
QALD9PlusTrain-MT_de-flair_ner-mag_el-nllb_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.005970456534	0.1764960614	0.005903908795	0.1787009711	0.006038521603	0.2149490261	0.3472793667	2022-10-03 02:12:39	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030001
QALD9PlusTrain-MT_de-flair_ner-mag_el-nllb_mt	NIFWS_Qanary_4(http://porque.cs.upb.de:40123/qanary_4/gerbil)	0.006118439517	0.1630820185	0.006638246041	0.1647756513	0.005674128058	0.1855312393	0.3094238397	2022-10-03 02:23:45	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030002
QALD9PlusTrain-MT_de-flair_ner-mag_el-nllb_mt	NIFWS_Qanary_5(http://porque.cs.upb.de:40123/qanary_5/gerbil)	0.00528353212	0.1620607037	0.005309641468	0.1613288522	0.005257678293	0.1845095055	0.3084810696	2022-10-03 02:48:53	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030003
QALD9PlusTrain-MT_de-davlan_ner-mag_el-nllb_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.08393334705	0.2590842207	0.0748196748	0.2645389244	0.09557522124	0.2953525478	0.3687196897	2022-10-03 04:37:11	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030004
QALD9PlusTrain-MT_de-davlan_ner-mag_el-nllb_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.006934627797	0.1922193946	0.007110430455	0.1940565822	0.006767308693	0.2277800389	0.363284521	2022-10-03 04:54:16	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030005
QALD9PlusTrain-MT_de-davlan_ner-mag_el-nllb_mt	NIFWS_Qanary_2(http://porque.cs.upb.de:40123/qanary_2/gerbil)	0.00161694559	0.1430230148	0.003617945007	0.1428692711	0.001041124414	0.1575114075	0.2706625874	2022-10-03 05:57:25	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030006
QALD9PlusTrain-MT_de-davlan_ner-mag_el-nllb_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.006906711101	0.183933266	0.00644173161	0.186106579	0.007444039563	0.2250480288	0.3591569135	2022-10-03 07:56:41	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030007
QALD9PlusTrain-MT_de-davlan_ner-mag_el-nllb_mt	NIFWS_Qanary_4(http://porque.cs.upb.de:40123/qanary_4/gerbil)	0.006291323217	0.1583327427	0.00714144019	0.1599474169	0.005622071838	0.1781602319	0.2993613135	2022-10-03 08:01:43	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030008
QALD9PlusTrain-MT_de-davlan_ner-mag_el-nllb_mt	NIFWS_Qanary_5(http://porque.cs.upb.de:40123/qanary_5/gerbil)	0.005175694533	0.1628797045	0.005048255382	0.1625573534	0.005309734513	0.1845095055	0.3086787957	2022-10-03 08:24:48	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030009
QALD9Plus-MT_de-spacy_ner-mag_el-opus_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.1364883911	0.2263756866	0.09543568465	0.2386851727	0.2395209581	0.2475329577	0.314733539	2022-10-03 10:19:04	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030010
QALD9Plus-MT_de-spacy_ner-mag_el-opus_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.002913631634	0.2292513778	0.002426763737	0.2373204245	0.003644884145	0.2416096096	0.3794960946	2022-10-03 10:24:06	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030011
QALD9Plus-MT_de-spacy_ner-mag_el-opus_mt	NIFWS_Qanary_2(http://porque.cs.upb.de:40123/qanary_2/gerbil)	0.001016088061	0.24	0.001453488372	0.24	7.81E-04	0.24	0.3855737705	2022-10-03 10:53:10	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030012
QALD9Plus-MT_de-spacy_ner-mag_el-opus_mt	NIFWS_Qanary_3(http://porque.cs.upb.de:40123/qanary_3/gerbil)	0.00303030303	0.2489724979	0.002381306742	0.257177141	0.00416558188	0.2682762763	0.4123326987	2022-10-03 11:14:12	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030013
QALD9Plus-MT_de-spacy_ner-mag_el-opus_mt	NIFWS_Qanary_4(http://porque.cs.upb.de:40123/qanary_4/gerbil)	0.003782863628	0.2546636504	0.006915629322	0.2572023469	0.002603488675	0.2673873874	0.4154081529	2022-10-03 11:20:13	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030014
QALD9Plus-MT_de-spacy_ner-mag_el-opus_mt	NIFWS_Qanary_5(http://porque.cs.upb.de:40123/qanary_5/gerbil)	8.56E-04	0.2200127592	7.26E-04	0.2200063857	0.00104139547	0.2266666667	0.3652576249	2022-10-03 11:42:16	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030015
QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-libre_mt	NIFWS_QAnswer(http://porque.cs.upb.de:40123/qanswer/gerbil)	0.06776025237	0.2353982447	0.08121597096	0.2320935607	0.05812946525	0.2900422958	0.3718169217	2022-10-03 12:03:19	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030016
QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-libre_mt	NIFWS_Qanary_1(http://porque.cs.upb.de:40123/qanary_1/gerbil)	0.01107407806	0.1462816854	0.8174603175	0.1460331299	0.00557479974	0.1465724485	0.2555214547	2022-10-03 12:09:22	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030017
QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-libre_mt	NIFWS_Qanary_2(http://porque.cs.upb.de:40123/qanary_2/gerbil)	0	0.138996139	0	0.138996139	0	0.138996139	0.2440677966	2022-10-03 13:14:31	http://gerbil-qa.aksw.org/gerbil/experiment?id=202210030018
